Countrycode;AirQualityStation;AirQualityStationEoICode;AirPollutant;AveragingTime;Concentration;UnitOfMeasurement;DatetimeBegin;DatetimeEnd;Validity;Verification
DE;STA.DE_DEBB007;DEBB007;O3;hour;83.88;µg/m3;2013-04-15 22:00:00 +01:00;2013-04-15 23:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;88.99;µg/m3;2013-04-15 23:00:00 +01:00;2013-04-16 00:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;86.79;µg/m3;2013-04-16 00:00:00 +01:00;2013-04-16 01:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;75.49;µg/m3;2013-04-16 01:00:00 +01:00;2013-04-16 02:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;65.88;µg/m3;2013-04-16 02:00:00 +01:00;2013-04-16 03:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;68.08;µg/m3;2013-04-16 03:00:00 +01:00;2013-04-16 04:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;54.07;µg/m3;2013-04-16 04:00:00 +01:00;2013-04-16 05:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;61.37;µg/m3;2013-04-16 06:00:00 +01:00;2013-04-16 07:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;66.33;µg/m3;2013-04-16 08:00:00 +01:00;2013-04-16 09:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;60.07;µg/m3;2013-04-16 10:00:00 +01:00;2013-04-16 11:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;71.93;µg/m3;2013-04-16 11:00:00 +01:00;2013-04-16 12:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;73.78;µg/m3;2013-04-16 12:00:00 +01:00;2013-04-16 13:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;65.07;µg/m3;2013-04-16 13:00:00 +01:00;2013-04-16 14:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;59.8;µg/m3;2013-04-16 14:00:00 +01:00;2013-04-16 15:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;61.36;µg/m3;2013-04-16 15:00:00 +01:00;2013-04-16 16:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;69.19;µg/m3;2013-04-16 16:00:00 +01:00;2013-04-16 17:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;63.36;µg/m3;2013-04-16 17:00:00 +01:00;2013-04-16 18:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;65.65;µg/m3;2013-04-16 21:00:00 +01:00;2013-04-16 22:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;50.93;µg/m3;2013-04-16 22:00:00 +01:00;2013-04-16 23:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;30.19;µg/m3;2013-04-16 23:00:00 +01:00;2013-04-17 00:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;31.4;µg/m3;2013-04-17 02:00:00 +01:00;2013-04-17 03:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;17.86;µg/m3;2013-04-17 06:00:00 +01:00;2013-04-17 07:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;18.95;µg/m3;2013-04-17 07:00:00 +01:00;2013-04-17 08:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;35.67;µg/m3;2013-04-17 08:00:00 +01:00;2013-04-17 09:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;70.39;µg/m3;2013-04-17 10:00:00 +01:00;2013-04-17 11:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;81.07;µg/m3;2013-04-17 11:00:00 +01:00;2013-04-17 12:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;90.35;µg/m3;2013-04-17 12:00:00 +01:00;2013-04-17 13:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;93.77;µg/m3;2013-04-17 13:00:00 +01:00;2013-04-17 14:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;94.13;µg/m3;2013-04-17 14:00:00 +01:00;2013-04-17 15:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;99.56;µg/m3;2013-04-17 16:00:00 +01:00;2013-04-17 17:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;98.81;µg/m3;2013-04-17 17:00:00 +01:00;2013-04-17 18:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;84.35;µg/m3;2013-04-17 18:00:00 +01:00;2013-04-17 19:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;43.5;µg/m3;2013-04-17 23:00:00 +01:00;2013-04-18 00:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;4.37;µg/m3;2013-04-18 04:00:00 +01:00;2013-04-18 05:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;4.94;µg/m3;2013-04-18 05:00:00 +01:00;2013-04-18 06:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;6.34;µg/m3;2013-04-18 06:00:00 +01:00;2013-04-18 07:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;39.79;µg/m3;2013-04-18 07:00:00 +01:00;2013-04-18 08:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;69.9;µg/m3;2013-04-18 09:00:00 +01:00;2013-04-18 10:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;111.99;µg/m3;2013-04-18 11:00:00 +01:00;2013-04-18 12:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;114.88;µg/m3;2013-04-18 12:00:00 +01:00;2013-04-18 13:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;119.76;µg/m3;2013-04-18 15:00:00 +01:00;2013-04-18 16:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;115.93;µg/m3;2013-04-18 16:00:00 +01:00;2013-04-18 17:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;74.58;µg/m3;2013-04-18 19:00:00 +01:00;2013-04-18 20:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;60.08;µg/m3;2013-04-18 20:00:00 +01:00;2013-04-18 21:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;68.45;µg/m3;2013-04-18 21:00:00 +01:00;2013-04-18 22:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;77.36;µg/m3;2013-04-18 22:00:00 +01:00;2013-04-18 23:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;71.86;µg/m3;2013-04-18 23:00:00 +01:00;2013-04-19 00:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;77.15;µg/m3;2013-04-19 00:00:00 +01:00;2013-04-19 01:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;73.37;µg/m3;2013-04-19 01:00:00 +01:00;2013-04-19 02:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;53.68;µg/m3;2013-04-19 03:00:00 +01:00;2013-04-19 04:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;36.64;µg/m3;2013-04-19 04:00:00 +01:00;2013-04-19 05:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;40.75;µg/m3;2013-04-19 05:00:00 +01:00;2013-04-19 06:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;37.59;µg/m3;2013-04-19 06:00:00 +01:00;2013-04-19 07:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;51.6;µg/m3;2013-04-19 07:00:00 +01:00;2013-04-19 08:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;75.93;µg/m3;2013-04-19 08:00:00 +01:00;2013-04-19 09:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;91.61;µg/m3;2013-04-19 09:00:00 +01:00;2013-04-19 10:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;100.8;µg/m3;2013-04-19 10:00:00 +01:00;2013-04-19 11:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;99.71;µg/m3;2013-04-19 11:00:00 +01:00;2013-04-19 12:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;99.8;µg/m3;2013-04-19 12:00:00 +01:00;2013-04-19 13:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;101.68;µg/m3;2013-04-19 14:00:00 +01:00;2013-04-19 15:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;100.39;µg/m3;2013-04-19 15:00:00 +01:00;2013-04-19 16:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;94;µg/m3;2013-04-19 16:00:00 +01:00;2013-04-19 17:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;91.96;µg/m3;2013-04-19 17:00:00 +01:00;2013-04-19 18:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;89.64;µg/m3;2013-04-19 18:00:00 +01:00;2013-04-19 19:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;76.61;µg/m3;2013-04-19 20:00:00 +01:00;2013-04-19 21:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;71.88;µg/m3;2013-04-19 21:00:00 +01:00;2013-04-19 22:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;76.87;µg/m3;2013-04-19 22:00:00 +01:00;2013-04-19 23:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;75.14;µg/m3;2013-04-19 23:00:00 +01:00;2013-04-20 00:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;71.49;µg/m3;2013-04-20 00:00:00 +01:00;2013-04-20 01:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;58.41;µg/m3;2013-04-20 04:00:00 +01:00;2013-04-20 05:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;61.1;µg/m3;2013-04-20 06:00:00 +01:00;2013-04-20 07:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;61.97;µg/m3;2013-04-20 07:00:00 +01:00;2013-04-20 08:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;65.33;µg/m3;2013-04-20 08:00:00 +01:00;2013-04-20 09:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;68.14;µg/m3;2013-04-20 09:00:00 +01:00;2013-04-20 10:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;76.83;µg/m3;2013-04-20 11:00:00 +01:00;2013-04-20 12:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;86.01;µg/m3;2013-04-20 13:00:00 +01:00;2013-04-20 14:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;89.93;µg/m3;2013-04-20 14:00:00 +01:00;2013-04-20 15:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;90.93;µg/m3;2013-04-20 15:00:00 +01:00;2013-04-20 16:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;91.85;µg/m3;2013-04-20 16:00:00 +01:00;2013-04-20 17:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;74.01;µg/m3;2013-04-20 20:00:00 +01:00;2013-04-20 21:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;73.69;µg/m3;2013-04-20 21:00:00 +01:00;2013-04-20 22:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;73.16;µg/m3;2013-04-20 22:00:00 +01:00;2013-04-20 23:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;70.13;µg/m3;2013-04-21 00:00:00 +01:00;2013-04-21 01:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;67.88;µg/m3;2013-04-21 01:00:00 +01:00;2013-04-21 02:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;66.69;µg/m3;2013-04-21 02:00:00 +01:00;2013-04-21 03:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;63.8;µg/m3;2013-04-21 03:00:00 +01:00;2013-04-21 04:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;60.66;µg/m3;2013-04-21 04:00:00 +01:00;2013-04-21 05:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;58.06;µg/m3;2013-04-21 07:00:00 +01:00;2013-04-21 08:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;61.91;µg/m3;2013-04-21 08:00:00 +01:00;2013-04-21 09:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;71.59;µg/m3;2013-04-21 09:00:00 +01:00;2013-04-21 10:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;80.65;µg/m3;2013-04-21 10:00:00 +01:00;2013-04-21 11:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;86.64;µg/m3;2013-04-21 11:00:00 +01:00;2013-04-21 12:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;95.01;µg/m3;2013-04-21 12:00:00 +01:00;2013-04-21 13:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;104.33;µg/m3;2013-04-21 13:00:00 +01:00;2013-04-21 14:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;106.6;µg/m3;2013-04-21 14:00:00 +01:00;2013-04-21 15:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;106.4;µg/m3;2013-04-21 16:00:00 +01:00;2013-04-21 17:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;99.44;µg/m3;2013-04-21 17:00:00 +01:00;2013-04-21 18:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;94.34;µg/m3;2013-04-21 18:00:00 +01:00;2013-04-21 19:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;90.33;µg/m3;2013-04-21 19:00:00 +01:00;2013-04-21 20:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;78.68;µg/m3;2013-04-21 21:00:00 +01:00;2013-04-21 22:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;75.36;µg/m3;2013-04-21 22:00:00 +01:00;2013-04-21 23:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;65.37;µg/m3;2013-04-22 00:00:00 +01:00;2013-04-22 01:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;65;µg/m3;2013-04-22 01:00:00 +01:00;2013-04-22 02:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;57.43;µg/m3;2013-04-22 02:00:00 +01:00;2013-04-22 03:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;48.34;µg/m3;2013-04-22 03:00:00 +01:00;2013-04-22 04:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;9.4;µg/m3;2013-04-22 05:00:00 +01:00;2013-04-22 06:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;16.73;µg/m3;2013-04-22 06:00:00 +01:00;2013-04-22 07:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;49.03;µg/m3;2013-04-22 08:00:00 +01:00;2013-04-22 09:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;48.6;µg/m3;2013-04-22 10:00:00 +01:00;2013-04-22 11:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;43.1;µg/m3;2013-04-22 14:00:00 +01:00;2013-04-22 15:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;74.97;µg/m3;2013-04-22 15:00:00 +01:00;2013-04-22 16:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;54.97;µg/m3;2013-04-22 20:00:00 +01:00;2013-04-22 21:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;53.69;µg/m3;2013-04-22 22:00:00 +01:00;2013-04-22 23:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;49.08;µg/m3;2013-04-22 23:00:00 +01:00;2013-04-23 00:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;17.41;µg/m3;2013-04-23 03:00:00 +01:00;2013-04-23 04:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;8.56;µg/m3;2013-04-23 04:00:00 +01:00;2013-04-23 05:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;13.09;µg/m3;2013-04-23 06:00:00 +01:00;2013-04-23 07:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;48.06;µg/m3;2013-04-23 08:00:00 +01:00;2013-04-23 09:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;59.45;µg/m3;2013-04-23 09:00:00 +01:00;2013-04-23 10:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;70.48;µg/m3;2013-04-23 10:00:00 +01:00;2013-04-23 11:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;93.66;µg/m3;2013-04-23 11:00:00 +01:00;2013-04-23 12:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;100.88;µg/m3;2013-04-23 12:00:00 +01:00;2013-04-23 13:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;106.54;µg/m3;2013-04-23 13:00:00 +01:00;2013-04-23 14:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;113;µg/m3;2013-04-23 14:00:00 +01:00;2013-04-23 15:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;101.45;µg/m3;2013-04-23 16:00:00 +01:00;2013-04-23 17:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;97.61;µg/m3;2013-04-23 17:00:00 +01:00;2013-04-23 18:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;83.77;µg/m3;2013-04-23 18:00:00 +01:00;2013-04-23 19:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;63.17;µg/m3;2013-04-23 20:00:00 +01:00;2013-04-23 21:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;54.78;µg/m3;2013-04-23 21:00:00 +01:00;2013-04-23 22:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;47.09;µg/m3;2013-04-23 22:00:00 +01:00;2013-04-23 23:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;33.75;µg/m3;2013-04-24 07:00:00 +01:00;2013-04-24 08:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;55.37;µg/m3;2013-04-24 09:00:00 +01:00;2013-04-24 10:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;71.1;µg/m3;2013-04-24 11:00:00 +01:00;2013-04-24 12:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;76.13;µg/m3;2013-04-24 12:00:00 +01:00;2013-04-24 13:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;73.55;µg/m3;2013-04-24 13:00:00 +01:00;2013-04-24 14:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;91.55;µg/m3;2013-04-24 15:00:00 +01:00;2013-04-24 16:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;95.51;µg/m3;2013-04-24 18:00:00 +01:00;2013-04-24 19:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;76.11;µg/m3;2013-04-24 19:00:00 +01:00;2013-04-24 20:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;40.54;µg/m3;2013-04-24 20:00:00 +01:00;2013-04-24 21:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;19.68;µg/m3;2013-04-24 22:00:00 +01:00;2013-04-24 23:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;14.63;µg/m3;2013-04-24 23:00:00 +01:00;2013-04-25 00:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;31.43;µg/m3;2013-04-25 00:00:00 +01:00;2013-04-25 01:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;36.09;µg/m3;2013-04-25 02:00:00 +01:00;2013-04-25 03:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;46.43;µg/m3;2013-04-25 03:00:00 +01:00;2013-04-25 04:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;43.95;µg/m3;2013-04-25 04:00:00 +01:00;2013-04-25 05:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;36.76;µg/m3;2013-04-25 05:00:00 +01:00;2013-04-25 06:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;41.94;µg/m3;2013-04-25 07:00:00 +01:00;2013-04-25 08:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;60.5;µg/m3;2013-04-25 08:00:00 +01:00;2013-04-25 09:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;66.81;µg/m3;2013-04-25 09:00:00 +01:00;2013-04-25 10:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;73.3;µg/m3;2013-04-25 10:00:00 +01:00;2013-04-25 11:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;80.38;µg/m3;2013-04-25 11:00:00 +01:00;2013-04-25 12:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;95.74;µg/m3;2013-04-25 12:00:00 +01:00;2013-04-25 13:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;101.38;µg/m3;2013-04-25 13:00:00 +01:00;2013-04-25 14:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;106.96;µg/m3;2013-04-25 14:00:00 +01:00;2013-04-25 15:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;109.06;µg/m3;2013-04-25 15:00:00 +01:00;2013-04-25 16:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;108.5;µg/m3;2013-04-25 17:00:00 +01:00;2013-04-25 18:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;97;µg/m3;2013-04-25 18:00:00 +01:00;2013-04-25 19:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;71.34;µg/m3;2013-04-25 19:00:00 +01:00;2013-04-25 20:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;45.17;µg/m3;2013-04-25 20:00:00 +01:00;2013-04-25 21:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;44.15;µg/m3;2013-04-25 21:00:00 +01:00;2013-04-25 22:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;59.85;µg/m3;2013-04-25 22:00:00 +01:00;2013-04-25 23:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;45.3;µg/m3;2013-04-26 00:00:00 +01:00;2013-04-26 01:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;33.17;µg/m3;2013-04-26 01:00:00 +01:00;2013-04-26 02:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;13.64;µg/m3;2013-04-26 02:00:00 +01:00;2013-04-26 03:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;11.48;µg/m3;2013-04-26 03:00:00 +01:00;2013-04-26 04:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;5.59;µg/m3;2013-04-26 04:00:00 +01:00;2013-04-26 05:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;3.06;µg/m3;2013-04-26 05:00:00 +01:00;2013-04-26 06:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;53.11;µg/m3;2013-04-26 06:00:00 +01:00;2013-04-26 07:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;80;µg/m3;2013-04-26 07:00:00 +01:00;2013-04-26 08:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;105.53;µg/m3;2013-04-26 08:00:00 +01:00;2013-04-26 09:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;116.49;µg/m3;2013-04-26 09:00:00 +01:00;2013-04-26 10:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;131.08;µg/m3;2013-04-26 11:00:00 +01:00;2013-04-26 12:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;143.3;µg/m3;2013-04-26 13:00:00 +01:00;2013-04-26 14:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;148.37;µg/m3;2013-04-26 14:00:00 +01:00;2013-04-26 15:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;119.9;µg/m3;2013-04-26 18:00:00 +01:00;2013-04-26 19:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;109.7;µg/m3;2013-04-26 19:00:00 +01:00;2013-04-26 20:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;90.36;µg/m3;2013-04-26 22:00:00 +01:00;2013-04-26 23:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;79.57;µg/m3;2013-04-27 00:00:00 +01:00;2013-04-27 01:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;60.34;µg/m3;2013-04-27 01:00:00 +01:00;2013-04-27 02:00:00 +01:00;1;1
DE;STA.DE_DEBB007;DEBB007;O3;hour;18.04;µg/m3;2013-04-27 02:00:00 +01:00;2013-04-27 03:00:00 +01:00;1;1
