N	MeanD	Volume
1300	1.54085016	1791723
1301	2.177550614	1297453
1302	1.655151982	1611507
1303	1.964613461	1386459
1304	1.904198604	1500279
1305	2.14027694	1376203
1306	2.378746695	1523363
1307	1.881602081	1438646
1308	1.800109876	1541217
1309	1.92198833	1284673
1310	0.826206717	3612629
1311	1.800800186	1420492
1312	1.667520281	1727483
1313	1.691794378	1580698
1314	1.825102384	1703806
1315	1.628742702	1981840
1316	1.32707131	2298280
1317	1.938848173	1391887
1318	1.884744229	1491839
1319	1.933171839	1209697
1320	1.680409214	1507757
1321	0.805189326	2946657
1322	0.500556806	4522554
1323	0.365972264	6119948
1324	0.53916525	3926828
1325	0.648175984	3332574
1326	0.596710606	5027671
1327	0.962468987	2138531
1328	1.172921193	1708357
1329	1.281583769	1514108
1330	1.263189178	1636729
1331	1.697342658	1126645
1332	1.736136595	1063068
1333	1.124532196	1922601
1334	1.240998248	1939896
1335	1.317965807	1592466
1336	1.948679789	1370648
1337	2.658855331	997313
1338	1.895034637	1173464
1339	1.618273904	1692916
1340	2.127215892	1398475
1341	2.574497726	1193103
1342	2.283296307	1294736
1343	2.023824639	1311055
1344	2.24162246	1250071
1345	1.868136257	1608836
1346	1.912866576	2243199
1347	0.64534555	3792640
1348	1.038673711	1909697
1349	1.945234207	1630784
1350	2.39518265	1348406
1351	2.919616706	1005144
1352	2.773569033	991021
1353	1.939277409	1693599
1354	2.429720158	1260710
1355	2.295020941	1308169
1356	0.985170358	13104992
1357	0.919398579	8052010
1358	1.02083991	3580949
1359	1.328862637	1968376
1360	1.063510961	2152960
1361	1.693369226	1551267
1362	2.292144399	1335971
1363	1.187317558	1839357
1364	1.127479603	2170952
1365	0.871375469	2617481
1366	1.074667826	1818458
1367	1.247248846	1563433
1368	1.051273391	1982961
1369	1.1719116	2132627
1370	0.973466396	2403061
1371	1.271775507	1481947
1372	0.96558069	2376555
1373	1.010843513	2303504
1374	1.257758201	1986051
1375	2.501031361	829037
1376	1.300748141	1954063
1377	1.301098645	1698531
1378	1.522099756	1569860
1379	1.17664685	1904200
1380	1.455156181	1490493
1381	1.366420339	1647446
1382	1.268566813	1634518
1383	1.322672989	1538155
1384	1.078740051	1806492
1385	2.46237452	857915
1386	1.211276511	1749519
1387	1.477958565	1533401
1388	0.939058202	2384194
1389	0.742472616	4125714
1390	1.197810527	1724779
1391	1.25640347	1523735
1392	1.50806019	1303768
1393	1.452755299	1321399
1394	1.010699236	2066171
1395	1.867301447	1033028
1396	0.973492732	2110976
1397	0.796089383	2760467
1398	1.050365632	1690998
1399	1.214626308	1537889
1400	2.050559109	846803
1401	1.791066054	1078471
1402	1.402886659	1348239
1403	1.175477069	1662011
1404	1.189631653	1874638
1405	0.647566787	3322679
1406	0.498161859	4153813
1407	0.870830742	2388354
1408	0.950926842	1928379
1409	1.128742138	2240381
1410	0.982302385	2083525
1411	1.014747173	2358064
1412	0.921630287	2166376
1413	0.624870182	3299059
1414	1.082544063	1920883
1415	1.244035649	1480075
1416	1.405029267	1330311
1417	1.133085044	1782066
1418	1.138672898	1766652
1419	1.00709132	1926343
1420	0.878446095	2328530
1421	0.697438899	3058664
1422	0.560188742	3766084
1423	0.481960781	3952357
1424	0.304394731	6739230
1425	0.402364182	4408026
1426	0.235299973	7361412
1427	0.279175119	6693919
1428	0.275665778	6552868
1429	0.377566538	4798502
1430	0.934012625	2036191
1431	0.828702493	2506713
1432	1.115670066	1818188
1433	0.569814405	3347702
1434	0.401833625	5265600
1435	0.925024194	2165550
1436	0.715395726	2841975
1437	0.688472582	2622082
1438	0.465595001	4138533
1439	0.501484869	4057730
1440	1.231400101	1623304
1441	0.910777575	2083906
1442	0.576965703	3780211
1443	0.546266811	3184753
1444	0.657053415	2665427
1445	0.795873456	2654266
1446	0.665280933	3047524
1447	0.872546836	2321187
1448	0.906262755	2460558
1449	0.747460663	3048377
1450	0.475305754	4753260
1451	0.559365229	3951358
1452	0.568485276	3763778
1453	0.481097539	4826258
1454	0.474947851	6082646
1455	0.768633481	2863266
1456	0.78218681	2909418
1457	0.845039004	2426274
1458	0.574845702	4105800
1459	0.550883979	3325235
1460	0.36991989	6174490
1461	0.31070435	6712425
1462	0.6301732	3199084
1463	0.611183572	3661544
1464	0.650997919	2633310
1465	0.865291593	2038759
1466	0.645860379	3076720
1467	0.567031217	3407904
1468	0.39516424	5034471
1469	0.536146845	3434308
1470	0.638298218	3104761
1471	0.689054154	2921911
1472	0.715122678	2624662
1473	0.475857944	4338830
1474	0.509192452	3442912
1475	0.571440568	3195126
1476	0.881458989	2236729
1477	0.652521407	3085429
1478	0.556765402	3481024
1479	0.626729167	3101467
1480	0.735399672	2450992
1481	0.705631137	2520785
1482	0.744676328	2456893
1483	0.333452096	5678410
1484	0.465007205	3592808
1485	0.680411641	2306571
1486	0.332210353	5649477
1487	0.5660974	2997020
1488	0.384570386	4483385
1489	0.58991568	3100759
1490	0.611456104	2568269
1491	0.746610706	2132802
1492	0.352454051	5331991
1493	0.489352495	3856513
1494	0.564702207	3265031
1495	0.737007983	2264440
1496	0.580549156	2992042
1497	0.791199313	2320476
1498	0.922355726	2273584
1499	0.970813458	2266659
1500	0.714337454	2642380
1501	0.730285873	2838350
1502	0.485240388	4002425
1503	0.684385657	2933699
1504	0.805449502	2339121
1505	0.55449267	3780258
1506	0.621636889	3163520
1507	0.41634056	4768280
1508	0.593600009	2975833
1509	0.52192538	3998692
1510	0.556665629	3217643
1511	0.704309691	2824609
1512	0.5034841	3523613
1513	0.66542066	3036725
1514	0.612346389	2891025
1515	0.515262931	3757520
1516	0.615920419	2929680
1517	0.652099	2461544
1518	0.859217192	2525830
1519	0.751947027	4489694
1520	1.119150125	1672118
1521	0.930174915	1900038
1522	0.615784423	3176344
1523	1.337095026	1412570
1524	1.829787419	821509
1525	2.087857836	769200
1526	1.154333817	1514471
1527	0.894869264	1644139
1528	1.321108906	751555
1529	1.078406278	1782719
1530	0.943388778	1848845
1531	1.066191134	1775349
1532	0.807770146	2263243
1533	0.933699787	1951152
1534	0.768174521	2234883
1535	0.670506115	2697620
1536	0.796812886	2418779
1537	0.59776334	3383971
1538	0.604980663	3274333
1539	1.00137308	1778122
1540	0.844686399	2132949
1541	0.791812238	2257228
1542	0.53644732	4233042
1543	0.625225491	3282106
1544	0.438085482	3933135
1545	0.865935482	1888005
1546	1.175627135	1440515
1547	0.779886521	2582978
1548	0.937554445	1792702
1549	0.80251142	2276163
1550	0.925104847	2001378
1551	0.781179738	2485585
1552	0.997591441	2085686
1553	0.877311575	2077304
1554	1.081339894	1377706
1555	0.842534037	2027965
1556	1.012277824	1895432
1557	0.770717214	2849052
1558	0.788103106	2233883
1559	1.157447531	1573324
1560	1.127667802	1528946
1561	0.975977152	1878532
1562	0.93993094	2174463
1563	0.913814157	2720652
1564	0.954745115	1913074
1565	0.907141924	2056126
1566	0.883889786	1945148
1567	0.664701783	3123397
1568	1.1968284	1454418
1569	0.985938335	1861447
1570	1.025370158	1781342
1571	0.954559166	2000276
1572	1.091029727	1991641
1573	1.11851708	1598409
1574	1.028243207	2083856
1575	0.800289559	2483432
1576	0.958575017	1972831
1577	1.011600399	2282200
1578	1.187356082	1445673
1579	1.435114013	1241817
1580	1.185394721	1708882
1581	0.946569564	2033964
1582	1.014743337	2172346
1583	0.689656574	6097431
1584	1.118210615	1716586
1585	0.953958926	1973139
1586	1.271982183	1343415
1587	0.96089715	2187154
1588	1.154443915	1673101
1589	0.897245468	2062784
1590	1.360032303	1548712
1591	1.186450949	1484244
1592	0.884282379	2429832
1593	1.219250825	1490631
1594	0.845002105	2771696
1595	1.09238486	2054849
1596	0.652754169	3741408
1597	0.815397515	2726677
1598	0.825078825	3424036
1599	0.803104844	2860246
1600	0.819912359	3217154
1601	0.828589896	2979264
1602	0.798368013	3038731
1603	0.869649653	3069706
1604	1.116027767	1929742
1605	0.738736154	3156747
1606	0.758855751	2914162
1607	0.770991315	3043608
1608	1.089671957	2130312
1609	0.961041114	2238125
1610	1.128059718	2463656
1611	0.932693035	2349723
1612	1.417291403	1662673
1613	0.878750972	2409520
1614	0.837647742	3192997
1615	0.877834209	2444941
1616	0.872201254	2743253
1617	0.865033602	2941913
1618	0.512749278	5474897
1619	0.544762923	3781599
1620	0.878945139	2361190
1621	0.769007547	3488044
1622	0.653930584	3273204
1623	0.731518447	2955825
1624	0.983376793	2269146
1625	0.794414226	3923275
1626	1.313827637	1729896
1627	1.03192498	2425868
1628	1.024447626	2595949
1629	1.132676325	2269389
1630	1.072572708	2199393
1631	2.028092386	1111421
1632	1.322783859	1850875
1633	0.775629406	3431385
1634	1.037364804	3153009
1635	0.54080267	5080117
1636	1.158121687	2248310
1637	1.229108089	1965353
1638	0.872739052	2883860
1639	1.058823162	2268233
1640	1.293818035	1917605
1641	1.063053725	2429784
1642	0.942381715	2362191
1643	1.393495607	1909594
1644	1.041946704	2775279
1645	0.727078945	6029426
1646	0.814324326	2849494
1647	0.921397954	2705265
1648	1.165232373	2045915
1649	0.898565542	3019161
1650	1.11875134	2164039
1651	1.119773103	2131017
1652	1.29361199	1832163
1653	1.654731541	1565314
1654	1.160662084	2230400
1655	0.734871975	4065214
