date; pm25; pm10; o3; no2; so2; co;AQI
20.08.2017;51;20;19;38;3;3;51
21.08.2017;54;35;17;42;3;4;54
22.08.2017;90;44;35;40;2;4;90
23.08.2017;92;21;44;46;4;3;92
24.08.2017;57;35;58;56;4;4;58
25.08.2017;77;28;40;42;2;4;77
26.08.2017;78;27;35;34;1;4;78
27.08.2017;79;45;49;52;2;5;79
28.08.2017;117;32;23;45;4;4;117
29.08.2017;83;55;19;29;2;4;83
30.08.2017;71;27;26;45;4;3;71
31.08.2017;63;23;29;36;2;3;63
01.09.2017;73;23;31;44;2;3;73
02.09.2017;66;18;32;40;2;3;66
03.09.2017;52;18;22;42;4;4;52
04.09.2017;57;17;21;44;4;3;57
05.09.2017;52; ; ; ; ; ;52
07.09.2017; ;5;19;13;2;4;19
08.09.2017;24;9;22;19;2;3;24
09.09.2017;25;17;25;32;3;3;32
10.09.2017;46;18;26;41;4;3;46
11.09.2017;53;17;27;46;4;3;53
12.09.2017;50;17;36;44;4;3;50
13.09.2017;50;14;43;34;2;3;50
14.09.2017;51;15;41;38;3;3;51
15.09.2017;57;15;22;28;2;4;57
16.09.2017;62;13;27;26;1;4;62
17.09.2017;53;21;24;36;1;3;53
18.09.2017;70;23;18;42;2;3;70
19.09.2017;78;28;18;55;5;3;78
20.09.2017;68;23;24;56;4;3;68
21.09.2017;63;23;21;56;6;3;63
22.09.2017;63;19;24;43;3;3;63
23.09.2017;59;29;32;40;2;3;59
24.09.2017;88;43;13;46;3;4;88
25.09.2017;120;43;12;44;3;4;120
26.09.2017;119;49;27;53;4;4;119
27.09.2017;146;25;24;59;5;3;146
28.09.2017;65;28;19;55;5;3;65
29.09.2017;73;20;24;50;4;3;73
30.09.2017;56;13;23;35;3;3;56
01.10.2017;48;26;24;47;4;2;48
02.10.2017;60;20;23;37;2;3;60
03.10.2017;58;23;22;51;5;2;58
04.10.2017;57;15;23;31;1;2;57
05.10.2017;48;19;21;38;2;4;48
06.10.2017;54;16;19;39;3;4;54
07.10.2017;55;18;20;33;2;4;55
08.10.2017;57;25;12;50;5;6;57
09.10.2017;71;21;19;44;4;5;71
10.10.2017;59;22;20;44;4;4;59
11.10.2017;51;38;17;52;5;6;52
12.10.2017;68;27;17;42;4;5;68
13.10.2017;68;28;16;39;3;4;68
14.10.2017;75;35;29;42;3;5;75
15.10.2017;87;40;29;42;4;5;87
16.10.2017;87;38;24;51;5;6;87
17.10.2017;69;44;7;39;4;5;69
18.10.2017;103;37;26;41;4;5;103
19.10.2017;91;24;25;58;4;5;91
20.10.2017;55;23;26;36;2;4;55
21.10.2017;56;15;26;36;2;3;56
22.10.2017;49;24;17;53;4;6;53
23.10.2017;61;22;24;47;4;5;61
24.10.2017;66;27;24;55;4;6;66
25.10.2017;72;30;6;48;5;6;72
26.10.2017;89;27;16;37;3;4;89
27.10.2017;75;24;19;43;4;6;75
28.10.2017;66;16;24;26;3;2;66
29.10.2017;52;29;13;45;4;6;52
30.10.2017;71;35;12;69;6;9;71
31.10.2017;75;38;10;68;6;9;75
01.11.2017;84;52;2;51;9;9;84
02.11.2017;110;54;11;64;10;9;110
03.11.2017;123;35;13;35;27;4;123
04.11.2017;88;30;19;30;8;4;88
05.11.2017;82;40;10;51;11;7;82
06.11.2017;94;24;24;47;9;5;94
07.11.2017;60;23;21;35;7;4;60
08.11.2017;60;34;4;50;9;7;60
09.11.2017;75;25;23;41;6;5;75
10.11.2017;57;28;12;41;2;4;57
11.11.2017;65;17;24;26;1;4;65
12.11.2017;53;24;16;33;2;4;53
13.11.2017;67;33;9;55;6;8;67
14.11.2017;64;34;7;49;5;8;64
15.11.2017;81;30;13;47;4;6;81
16.11.2017;71;35;13;52;3;7;71
17.11.2017;85;29;10;43;4;4;85
18.11.2017;72;25;12;42;3;4;72
19.11.2017;61;25;16;47;6;6;61
20.11.2017;61;30;22;48;7;6;61
21.11.2017;63;33;26;43;4;5;63
22.11.2017;66;27;26;54;7;6;66
23.11.2017;54;31;9;44;5;6;54
24.11.2017;88;29;16;40;5;7;88
25.11.2017;78;23;18;38;4;6;78
26.11.2017;52;19;21;42;5;6;52
27.11.2017;49;22;11;34;3;5;49
28.11.2017;57;18;15;34;2;4;57
29.11.2017;52;21;23;28;2;4;52
30.11.2017;51;20;24;28;2;3;51
01.12.2017;52;35;8;47;5;8;52
02.12.2017;82;32;8;34;2;5;82
03.12.2017;67;31;5;42;4;6;67
04.12.2017;65;26;18;54;7;8;65
05.12.2017;57;23;21;64;6;8;64
06.12.2017;56;22;22;39;4;7;56
07.12.2017;57;17;16;40;3;6;57
08.12.2017;50;31;11;52;6;8;52
09.12.2017;78;27;15;38;3;8;78
10.12.2017;55;14;14;33;1;6;55
11.12.2017;53;33;12;63;10;11;63
12.12.2017;86;20;26;57;9;10;86
13.12.2017;58;28;23;64;13;8;64
14.12.2017;61;19;13;32;13;3;61
15.12.2017;57;22;6;34;13;3;57
16.12.2017;57;24;17;39;13;5;57
17.12.2017;68;32;15;38;15;5;68
18.12.2017;76;46;2;56;20;9;76
19.12.2017;107;35;1;48;13;7;107
20.12.2017;86;31;11;48;6;6;86
21.12.2017;76;27;10;41;2;5;76
22.12.2017;67;18;19;33;2;4;67
23.12.2017;52;12;25;28;5;4;52
24.12.2017;42;16;27;18;13;4;42
25.12.2017;49;12;25;31;21;4;49
26.12.2017;37;10;26;23;20;4;37
27.12.2017;39;25;9;44;5;5;44
28.12.2017;55;21;25;44;4;3;55
29.12.2017;54;29;27;38;4;3;54
30.12.2017;60;9;29;6; ;2;60
31.12.2017;24;18;27;39;4;3;39
01.01.2018;48;26;26;44;5;4;48
02.01.2018;57;29;30;32;5;3;57
03.01.2018;61;22;25;45;7;4;61
04.01.2018;54;25;24;54;6;5;54
05.01.2018;56;27;20;38;1;4;56
06.01.2018;77;17;20;30; ;2;77
07.01.2018;46;28;16;31;4;4;46
08.01.2018;73;38;3;45;5;6;73
09.01.2018;98;33;15;53;7;7;98
10.01.2018;73;34;5;35;3;4;73
11.01.2018;91;32;22;44;4;4;91
12.01.2018;84;30;16;34;2;3;84
13.01.2018;86;35;12;42;3;4;86
14.01.2018;93;19;22;51;6;5;93
15.01.2018;55;17;25;57;7;5;57
16.01.2018;46;22;28;53;6;5;53
17.01.2018;50;21;30;43;5;4;50
18.01.2018;48;33;18;65;9;6;65
19.01.2018;54;20;19;52;3;4;54
20.01.2018;56;22;16;48;4;5;56
21.01.2018;68;24;22;45;4;5;68
22.01.2018;56;20;26;57;9;8;57
23.01.2018;50;18;25;61;6;5;61
24.01.2018;49;29;21;66;5;5;66
25.01.2018;59;37;11;47;1;3;59
26.01.2018;83;26;21;56;2;3;83
27.01.2018;66;17;27;41;1;2;66
28.01.2018;47;19;28;44;2;3;47
29.01.2018;50;35;21;67;6;5;67
30.01.2018;68;20;28;58;5;4;68
31.01.2018;51;23;21;33;3;2;51
01.02.2018;47;28;20;34;2;3;47
02.02.2018;57;23;16;56;5;3;57
03.02.2018;67;15;22;35;1;2;67
04.02.2018;48;22;21;50; ;2;50
05.02.2018;56;37;19;47;2;3;56
06.02.2018;79;45;15;46;3;3;79
07.02.2018;74;35;26;77;8;6;77
08.02.2018;65;22;22;38;3;5;65
09.02.2018;48;24;18;63;5;8;63
10.02.2018;50;12;19;33;3;6;50
11.02.2018;36;26;20;63;7;10;63
12.02.2018;52;18;21;54;4;8;54
13.02.2018;51;22;21;64;5;8;64
14.02.2018;61;28;25;63;6;8;63
15.02.2018;58;36;17;74;8;11;74
16.02.2018;62;37;20;64;5;10;64
17.02.2018;76;31;24;58;4;8;76
18.02.2018;69;29;16;42;5;6;69
19.02.2018;80;20;22;29;2;4;80
20.02.2018;55;48;16;42;1;7;55
21.02.2018;120;34;19;52;2;7;120
22.02.2018;89;31;17;49;2;8;89
23.02.2018;80;39;20;41;2;9;80
24.02.2018;93;22;23;37;1;9;93
25.02.2018;56;31;26;42; ;7;56
26.02.2018;49;36;23;52;1;10;52
27.02.2018;55;27;22;52;2;10;55
28.02.2018;75;42;20;36;2;9;75
01.03.2018;98;48;19;37;3;9;98
02.03.2018;121;64;10;38;3;8;121
03.03.2018;159;31;24;50;3;6;159
04.03.2018;84;26;26;56;4;5;84
05.03.2018;58;27;23;75;7;8;75
06.03.2018;63;29;18;62;6;8;63
07.03.2018;69;22;23;55;5;7;69
08.03.2018;45;31;13;58;5;7;58
09.03.2018;66;29;18;52;5;5;66
10.03.2018;65;33;17;47;4;6;65
11.03.2018;71;22;18;39;4;5;71
12.03.2018;69;26;17;50;4;7;69
13.03.2018;64;21;27;49;3;6;64
14.03.2018;56;21;27;56;4;5;56
15.03.2018;59;30;28;61;5;7;61
16.03.2018;63;25;23;29;2;7;63
17.03.2018;63;32;23;29;1;7;63
18.03.2018;72;36;32;34;1;9;72
19.03.2018;60;33;31;43; ;7;60
20.03.2018;52;35;26;82;3;10;82
21.03.2018;68;32;30;58;2;4;68
22.03.2018;59;37;33;59;3;5;59
23.03.2018;56;42;18;41;3;4;56
24.03.2018;93;45;27;35;2;4;93
25.03.2018;101;35;29;49;2;8;101
26.03.2018;66;23;30;51;3;6;66
27.03.2018;57;22;25;58;4;7;58
28.03.2018;57;26;28;59;4;8;59
29.03.2018;53;17;22;46;3;6;53
30.03.2018;52;17;24;36;4;5;52
31.03.2018;55;17;29;32;2;5;55
01.04.2018;58;17;26;45;3;4;58
02.04.2018;58;21;32;53;3;4;58
03.04.2018;56;21;32;51;3;5;56
04.04.2018;50;16;30;46;2;9;50
05.04.2018;44;25;32;54;16;10;54
06.04.2018;63;36;30;58;3;9;63
07.04.2018;84;28;23;46;3;7;84
08.04.2018;78;27;18;48;3;7;78
09.04.2018;92;36;23;48;1;6;92
10.04.2018;97;48;14;34;1;5;97
11.04.2018;131;42;19;31;1;6;131
12.04.2018;112;38;20;53;5;9;112
13.04.2018;89;48;34;54;3;9;89
14.04.2018;117;36;33;47;2;7;117
15.04.2018;95;28;36;58;4;9;95
16.04.2018;57;26;36;56;2;8;57
17.04.2018;58;34;37;69;4;7;69
18.04.2018;89;51;53;81;4;9;89
19.04.2018;108;41;39;50;3;6;108
20.04.2018;91;49;32;57;2;6;91
21.04.2018;113;38;43;50;2;6;113
22.04.2018;86;24;30;57;4;8;86
23.04.2018;49;23;27;52;4;7;52
24.04.2018;56;21;31;55;4;8;56
25.04.2018;49;25;34;63;5;9;63
26.04.2018;53;23;24;58;4;7;58
27.04.2018;58;17;27;31;1;4;58
28.04.2018;56;12;32;19;1;4;56
29.04.2018;47;20;34;34;1;6;47
30.04.2018;54;23;33;71;4;11;71
01.05.2018;55;17;33;54;3;8;55
02.05.2018;48;27;31;62;5;11;62
03.05.2018;65;30;31;60;3;9;65
04.05.2018;71;36;41;56;2;8;71
05.05.2018;90;41;51;46;2;4;90
06.05.2018;105;45;63;58;2;6;105
07.05.2018;122;46;56;71;4;7;122
08.05.2018;110;28;35;61;5;7;110
09.05.2018;63;22;36;42;2;7;63
10.05.2018;55;28;35;52;3;8;55
11.05.2018;59;27;27;51;3;6;59
12.05.2018;70;25;35;37;2;6;70
13.05.2018;70;21;36;32;2;6;70
14.05.2018;50;21;45;36;2;5;50
15.05.2018;59;23;34;31;1;5;59
16.05.2018;57;25;33;39;1;6;57
17.05.2018;53;27;31;49;1;7;53
18.05.2018;58;35;39;51;2;7;58
19.05.2018;69;34;39;57;2;7;69
20.05.2018;78;45;38;57;2;6;78
21.05.2018;106;35;41;37;2;4;106
22.05.2018;79;32;41;37;2;4;79
23.05.2018;72;51;31;53;3;5;72
24.05.2018;92;44;31;60;4;6;92
25.05.2018;99;57;53;45;2;5;99
26.05.2018;121;55;43;60;2;5;121
27.05.2018;91;59;42;36;2;5;91
28.05.2018;112;30;36;30;2;4;112
29.05.2018;82;34;30;47;2;5;82
30.05.2018;86;44;33;49;1;5;86
31.05.2018;116;35;30;62;4;6;116
01.06.2018;93;23;34;45;2;4;93
02.06.2018;61;23;39;44;2;4;61
03.06.2018;58;25;31;31;1;4;58
04.06.2018;70;20;32;38;1;3;70
05.06.2018;56;34;34;39;1;3;56
06.06.2018;62;28;29;45;1;3;62
07.06.2018;65;26;37;38;2;4;65
08.06.2018;63;28;33;35;1;4;63
09.06.2018;65;22;33;29;2;4;65
10.06.2018;64;22;31;44;2;4;64
11.06.2018;53;22;25;30;2;3;53
12.06.2018;58;29;34;52;3;5;58
13.06.2018;62;27;31;39;3;5;62
14.06.2018;65;25;32;48;3;6;65
15.06.2018;70;20;28;42;3;6;70
16.06.2018;56;19;26;41;3;6;56
17.06.2018;51;21;26;43;3;5;51
18.06.2018;56;18;15;44;4;5;56
19.06.2018;51;20;13;36;4;4;51
20.06.2018;52;29;30;35;2;5;52
21.06.2018;48;23;34;34;3;5;48
22.06.2018;51;25;35;34;2;6;51
23.06.2018;61;24;45;34;3;5;61
24.06.2018;62;30;65;52;3;6;65
25.06.2018;69;28;35;50;4;4;69
26.06.2018;62;28;30;45;4;3;62
27.06.2018;62;26;40;39;4;3;62
28.06.2018;73;25;37;36;4;3;73
29.06.2018;62;24;41;35;4;3;62
30.06.2018;56;26;64;34;5;3;64
01.07.2018;64;22;47;42;5;5;64
02.07.2018;53;21;41;43;3;5;53
03.07.2018;52;28;40;51;3;4;52
04.07.2018;67;35;54;59;3;4;67
05.07.2018;88;32;47;45;3;3;88
06.07.2018;80;36;49;45;3;3;80
07.07.2018;96;26;42;33;3;3;96
08.07.2018;64;27;39;39;3;3;64
09.07.2018;62;19;24;22;4;2;62
10.07.2018;50;28;29;25;4;2;50
11.07.2018;69;27;34;36;4;3;69
12.07.2018;63;29;36;50;4;4;63
13.07.2018;66;30;47;57;4;5;66
14.07.2018;67;25;49;51;4;4;67
15.07.2018;60;28;44;59;5;5;60
16.07.2018;63;21;24;50;5;5;63
17.07.2018;49;23;33;57;5;5;57
18.07.2018;51;25;37;63;5;6;63
19.07.2018;59;26;37;62;6;5;62
20.07.2018;59;29;58;47;6;3;59
21.07.2018;75;24;33;41;6;4;75
22.07.2018;59;24;38;61;5;4;61
23.07.2018;57;25;41;60;5;4;60
24.07.2018;61;29;44;54;3;4;61
25.07.2018;72;45;54;70;4;4;72
26.07.2018;103;32;46;60;4;4;103
27.07.2018;75;25;25;33;2;4;75
28.07.2018;50;16;20;31;2;2;50
29.07.2018;46;18;15;33;3;3;46
30.07.2018;49;21;27;43;3;4;49
31.07.2018;54;24;33;48;3;5;54
01.08.2018;57;25;30;49;3;4;57
02.08.2018;59;23;45;46;2;2;59
03.08.2018;58;21;35;26;2;2;58
04.08.2018;50;18;37;34;2;3;50
05.08.2018;53;27;53;65;3;4;65
06.08.2018;69;29;44;64;4;4;69
07.08.2018;80;19;27;45;3;4;80
08.08.2018;54;19;15;36;3;3;54
09.08.2018;65;19;16;37;3;4;65
10.08.2018;52;19;24;35;2;4;52
11.08.2018;51;16;22;33;3;3;51
12.08.2018;49;19;20;28;2;2;49
13.08.2018;54;19;23;33;2;3;54
14.08.2018;54;22;19;40;3;4;54
15.08.2018;59;23;15;39;4;4;59
16.08.2018;60;22;20;41;4;5;60
17.08.2018;55;21;15;35;3;4;55
18.08.2018;55;18;15;27;2;2;55
19.08.2018;55;19;19;35;3;3;55
20.08.2018;54;24;26;39;3;3;54
21.08.2018;56;21;11;39;2;4;56
22.08.2018;65;18;20;29;3;3;65
23.08.2018;59;17;18;35;4;3;59
24.08.2018;50;17;21;27;3;3;50
25.08.2018;51;18;18;34;4;3;51
26.08.2018;54;15;15;28;3;3;54
27.08.2018;48;22;21;40;4;4;48
28.08.2018;58;24;17;30;2;3;58
29.08.2018;70;23;21;30;2;3;70
30.08.2018;73;24;23;36;2;3;73
31.08.2018;62;27;40;49;4;4;62
01.09.2018;67;27;42;41;3;4;67
02.09.2018;73;33;45;43;2;3;73
03.09.2018;79;28;28;28;1;2;79
04.09.2018;63;25;32;30;1;2;63
05.09.2018;57;27;26;35;3;3;57
06.09.2018;63;19;24;35;3;4;63
07.09.2018;52;24;23;38;3;4;52
08.09.2018;57;19;30;37;3;3;57
09.09.2018;53;21;27;43;4;4;53
10.09.2018;55;19;21;36;4;3;55
11.09.2018;58;23;21;29;2;3;58
12.09.2018;60;25;19;40;5;5;60
13.09.2018;68;20;20;47;5;6;68
14.09.2018;61;22;25;45;4;4;61
15.09.2018;58;19;31;39;3;3;58
16.09.2018;53;20;37;50;4;4;53
17.09.2018;58;21;29;44;4;4;58
18.09.2018;56;27;23;40;2;3;56
19.09.2018;62;25;24;48;1;3;62
20.09.2018;59;22;23;54;1;5;59
21.09.2018;53;18;15;48;1;4;53
22.09.2018;54;14;21;21;1;2;54
23.09.2018;63;23;22;34;1;5;63
24.09.2018;51;33;25;60;2;10;60
25.09.2018;70;29;25;58;1;5;70
26.09.2018;70;34;29;70;1;9;70
27.09.2018;79;19;23;32;1;3;79
28.09.2018;49;35;22;59;1;7;59
29.09.2018;69;21;24;41;1;6;69
30.09.2018;57;18;22;38;1;5;57
01.10.2018;50;18;21;47;1;5;50
02.10.2018;49;23;16;54; ;5;54
03.10.2018;59;28;14;61; ;8;61
04.10.2018;73;37;20;75;1;9;75
05.10.2018;92;22;24;36; ;5;92
06.10.2018;64;18;21;42; ;6;64
07.10.2018;51;22;19;69; ;9;69
08.10.2018;60;26;27;72; ;9;72
09.10.2018;67;48;15;62;1;8;67
10.10.2018;119;26;22;53;1;6;119
11.10.2018;66;21;26;51;1;6;66
12.10.2018;54;23;25;49; ;5;54
13.10.2018;58;13;24;32; ;4;58
14.10.2018;48;19;20;30; ;4;48
15.10.2018;56;33;19;46;4;7;56
16.10.2018;78;26;18;43;4;7;78
17.10.2018;75;22;16;34; ;6;75
18.10.2018;63;30;18;43;2;10;63
19.10.2018;75;45;15;58;6;14;75
20.10.2018;109;26;18;34;3;9;109
21.10.2018;74;23;20;29;4;7;74
22.10.2018;55;26;13;34;3;7;55
23.10.2018;62;22;13;30;2;6;62
24.10.2018;62;25;15;33;3;8;62
25.10.2018;64;16;19;31;3;8;64
26.10.2018;52;13;18;22;2;9;52
27.10.2018;40;12;21;23;2;8;40
28.10.2018;39;15;17;26;2;8;39
29.10.2018;39;19;15;27;3;9;39
30.10.2018;51;29;14;53;4;12;53
31.10.2018;71;26;4;44;4;8;71
01.11.2018;76;34;12;52;4;12;76
02.11.2018;79;27;24;51;2;9;79
03.11.2018;71;28;18;37;2;8;71
04.11.2018;73;52;1;38;4;10;73
05.11.2018;119;36;19;42;4;8;119
06.11.2018;88;19;23;42;4;8;88
07.11.2018;53;24;22;47;3;8;53
08.11.2018;52;23;24;44;3;8;52
09.11.2018;58;21;21;49;3;6;58
10.11.2018;59;17;24;41;3;8;59
11.11.2018;51;22;21;53;4;8;53
12.11.2018;55;27;21;55;4;9;55
13.11.2018;57;27;18;49;3;8;57
14.11.2018;65;37;6;45;3;8;65
15.11.2018;85;25;5;31;3;8;85
16.11.2018;70;32;6;32;3;9;70
17.11.2018;86;23;21;29;2;8;86
18.11.2018;65;16;19;31;2;8;65
19.11.2018;46;21;15;33;2;8;46
20.11.2018;60;32;7;42;3;12;60
21.11.2018;86;51;1;38;5;13;86
22.11.2018;131;47;1;40;5;11;131
23.11.2018;117;33;11;30;1;9;117
24.11.2018;88;27;10;27; ;8;88
25.11.2018;74;23;14;30;1;9;74
26.11.2018;60;26;8;37;2;10;60
27.11.2018;74;19;24;41;9;7;74
28.11.2018;57;21;26;40;11;7;57
29.11.2018;53;25;19;53;4;9;53
30.11.2018;57;19;21;45;3;8;57
01.12.2018;61;15;22;34;3;6;61
02.12.2018;49;20;23;36;2;6;49
03.12.2018;64;28;9;50;5;11;64
04.12.2018;68;22;19;42;3;8;68
05.12.2018;60;26;23;44;4;7;60
06.12.2018;59;16;27;44;3;7;59
07.12.2018;49;20;27;40;2;7;49
08.12.2018;49;14;27;24;1;6;49
09.12.2018;45;19;12;36;2;8;45
10.12.2018;55;35;6;49;4;11;55
11.12.2018;81;26;16;36;1;9;81
12.12.2018;72;31;5;36;3;12;72
13.12.2018;74;43;8;44;4;13;74
14.12.2018;87;25;21;31;4;10;87
15.12.2018;74;21;20;45;4;9;74
16.12.2018;52;28;20;50;7;9;52
17.12.2018;59;21;26;38;2;7;59
18.12.2018;54;21;22;52;4;8;54
19.12.2018;52;21;24;49;4;8;52
20.12.2018;52;26;24;39;3;7;52
21.12.2018;53;22;25;40;2;8;53
22.12.2018;56;15;21;32;1;6;56
23.12.2018;49;29;14;35;1;9;49
24.12.2018;76;31;10;37;3;13;76
25.12.2018;85;24;10;32;1;8;85
26.12.2018;69;48;1;43;4;14;69
27.12.2018;120;38;6;36;4;12;120
28.12.2018;102;22;18;31;1;8;102
29.12.2018;63;17;15;29;1;8;63
30.12.2018;63; ; ; ; ; ;63
31.12.2018; ;15;23;21; ;7;23
01.01.2019;49;22;22;26; ;7;49
02.01.2019;59;26;22;31; ;7;59
03.01.2019;55;39;14;31;1;9;55
04.01.2019;92;31;19;29;1;10;92
05.01.2019;81;29;13;30;2;10;81
06.01.2019;73;25;24;36;3;9;73
07.01.2019;60;24;23;27;1;8;60
08.01.2019;50;22;19;30;3;11;50
09.01.2019;46;34;9;29;3;11;46
10.01.2019;73;25;7;30;3;7;73
11.01.2019;60;17;21;30;3;8;60
12.01.2019;49;17;30;22;2;6;49
13.01.2019;29;19;24;25;2;7;29
14.01.2019;40;17;23;43;4;10;43
15.01.2019;37;11;26;39;3;8;39
16.01.2019;32;15;20;31;2;9;32
17.01.2019;36;26;18;46;3;12;46
18.01.2019;50;26;20;30;2;9;50
19.01.2019;62;33;12;34;3;11;62
20.01.2019;98;43;18;40;4;14;98
21.01.2019;111;18;22;33;3;9;111
22.01.2019;41;24;17;35;4;10;41
23.01.2019;61;37;4;51;8;15;61
24.01.2019;95;29;10;40;11;10;95
25.01.2019;85;15;27;34;13;8;85
26.01.2019;50;12;26;19;14;7;50
27.01.2019;40;23;23;30;6;11;40
28.01.2019;43;30;17;46;1;12;46
29.01.2019;48;25;11;38;1;11;48
30.01.2019;56;29;17;48;3;14;56
31.01.2019;54;18;20;31;2;9;54
01.02.2019;60;22;18;19;2;8;60
02.02.2019;87;25;16;31;2;12;87
03.02.2019;57;18;19;37;3;9;57
04.02.2019;59;21;13;36;3;9;59
05.02.2019;66;23;12;39;2;8;66
06.02.2019;74;20;21;31;6;10;74
07.02.2019;44;15;25;36;2;9;44
08.02.2019;45;18;27;29;2;9;45
09.02.2019;43;11;23;30;1;8;43
10.02.2019;31;24;19;38;1;10;38
11.02.2019;44;28;16;40;3;11;44
12.02.2019;38;27;9;28;2;9;38
13.02.2019;52;46;9;53;3;11;53
14.02.2019;86;50;16;55;4;12;86
15.02.2019;120;40;21;44;2;9;120
16.02.2019;97;36;27;36;1;9;97
17.02.2019;81;26;19;41;2;9;81
18.02.2019;53;28;25;42;3;10;53
19.02.2019;54;26;25;40;2;9;54
20.02.2019;62;33;23;42;2;8;62
21.02.2019;60;43;17;42;4;9;60
22.02.2019;72;43;9;39;3;9;72
23.02.2019;93;47;5;40;1;11;93
24.02.2019;123;53;2;55;1;12;123
25.02.2019;128;58;2;61;3;12;128
26.02.2019;139;58;4;58;5;12;139
27.02.2019;141;32;21;28;4;8;141
28.02.2019;90;33;14;25;2;3;90
01.03.2019;82;21;21;20;1;3;82
02.03.2019;54;14;29;15;1;3;54
03.03.2019;46;17;16;26;1;2;46
04.03.2019;37;19;26;25;1;1;37
05.03.2019;40;19;23;17;1;5;40
06.03.2019;49;10;26;30;6;9;49
07.03.2019;28;15;23;28;5;9;28
08.03.2019;31;18;27;9;1; ;31
09.03.2019;33;11;29;23; ;8;33
10.03.2019;36;17;26;23;1;9;36
11.03.2019;34;13;28;27;1;8;34
12.03.2019;36;19;28;25;1;8;36
13.03.2019;45;16;33;27;2;8;45
14.03.2019;36;14;26;33;1;6;36
15.03.2019;31;16;36;27;1;6;36
16.03.2019;34;12;32;28;1;9;34
17.03.2019;35;21;25;34;1;8;35
18.03.2019;43;27;18;38;2;9;43
19.03.2019;55;21;23;38;2;8;55
20.03.2019;50;24;17;32;3;8;50
21.03.2019;54;23;22;36;3;8;54
22.03.2019;56;24;28;27;2;8;56
23.03.2019;57;23;34;25;1;8;57
24.03.2019;62;22;32;24;1;9;62
25.03.2019;42;32;29;37;2;11;42
26.03.2019;67;27;28;34;1;10;67
27.03.2019;58;35;26;52;2;10;58
28.03.2019;74;45;34;45;2;7;74
29.03.2019;82;53;35;42;3;9;82
30.03.2019;113;31;35;25;3;8;113
31.03.2019;33;25;33;32;2;8;33
01.04.2019;36;30;26;43;4;11;43
02.04.2019;67;16;13;27;3;11;67
03.04.2019;54;12;23;18;2;10;54
04.04.2019;29;17;24;19;2;10;29
05.04.2019;37;22;29;24;1;6;37
06.04.2019;55;47;31;14;1;6;55
07.04.2019;129;49;28;28;1;8;129
08.04.2019;133;40;36;27; ;6;133
09.04.2019;101;23;31;29; ;8;101
10.04.2019;56;23;35;34;1;6;56
11.04.2019;47;22;32;36;2;4;47
12.04.2019;62;21;31;27;2;3;62
13.04.2019;57;25;33;24;2;5;57
14.04.2019;51;43;27;32;2;5;51
15.04.2019;67;55;14;35;2;4;67
16.04.2019;77;57;27;41;2;6;77
17.04.2019;86;53;40;46;1;9;86
18.04.2019;64;42;51;43;1;9;64
19.04.2019;67;40;56;38; ;8;67
20.04.2019;61;40;60;26;1;9;61
21.04.2019;72;56;55;46;8;9;72
22.04.2019;116;45;31;43;8;8;116
23.04.2019;88;38;38;42;3;9;88
24.04.2019;47;18;37;40;2;8;47
25.04.2019;26;22;37;34;1;9;37
26.04.2019;30;23;33;23;1;9;33
27.04.2019;29;16;31;19;1;7;31
28.04.2019;33;27;29;32; ;8;33
29.04.2019;58;35;31;43; ;9;58
30.04.2019;82;30;36;37;1;6;82
01.05.2019;57;23;22;29; ;3;57
02.05.2019;31;20;22;25;1;2;31
03.05.2019;41;16;27;12; ;2;41
04.05.2019;34;24;30;16;1;2;34
05.05.2019;49;16;22;22;1;2;49
06.05.2019;45;22;28;40; ;2;45
07.05.2019;62;22;22;38;2;6;62
08.05.2019;64;22;18;32;3;8;64
09.05.2019;63;18;30;41;2;9;63
10.05.2019;57;16;31;29;1;5;57
11.05.2019;60;16;31;27;1;7;60
12.05.2019;45;17;27;34;1;9;45
13.05.2019;41;17;29;29;1;7;41
14.05.2019;42;30;32;26;1;8;42
15.05.2019;73;27;32;17;1;8;73
16.05.2019;63;25;24;29;1;5;63
17.05.2019;59;28;26;33;2;7;59
18.05.2019;73;27;32;29;1;6;73
19.05.2019;84;27;32;30;1;5;84
20.05.2019;44;20;37;28; ;7;44
21.05.2019;36;24;41;49;1;9;49
22.05.2019;44;23;44;44;2;10;44
23.05.2019;48;20;23;22; ;6;48
24.05.2019;51;16;24;20; ;5;51
25.05.2019;32;18;16;20;1;6;32
26.05.2019;34;16;22;21; ;7;34
27.05.2019;33;15;25;24;1;6;33
28.05.2019;31;20;25;35;2;8;35
29.05.2019;41;20;20;29;2;6;41
30.05.2019;44;18;17;32;1;6;44
31.05.2019;34;20;35;46;2;5;46
01.06.2019;38;20;34;46; ;3;46
02.06.2019;35;21;30;50;1;5;50
03.06.2019;38;26;22;41; ;4;41
04.06.2019;42;19;26;34;3;5;42
05.06.2019;43;20;26;34;3;3;43
06.06.2019;35;23;23;29;4;4;35
07.06.2019;36;22;20;25;2;6;36
08.06.2019;34;24;22;29;2;6;34
09.06.2019;30;13;25;27;1;3;30
10.06.2019;50;17;23;26; ;1;50
11.06.2019;30;20;23;25;1;3;30
12.06.2019;34;19;27;35;2;6;35
13.06.2019;31;21;27;36;1;5;36
14.06.2019;36;20;26;30; ;4;36
15.06.2019;36;16;24;24; ;3;36
16.06.2019;31;20;32;41;1;6;41
