N	MeanD	Volume
679	1.127166947	5319200
680	1.648077271	3110793
681	1.388990608	3627889
682	1.393866561	3915009
683	1.319131671	4201244
684	1.434765007	3986830
685	1.827865929	2797991
686	1.620938594	3124079
687	2.05702353	2456602
688	1.311963021	4371548
689	0.806144645	6434359
690	1.167222069	5134523
691	0.954736614	6434797
692	0.558649775	11143654
693	0.948718271	6077698
694	1.084028186	4556664
695	2.084934411	2518077
696	1.62166948	2985203
697	1.64403485	3171298
698	1.369859432	4088482
699	1.086987453	5349525
700	1.041735319	5023495
701	0.850072313	6608503
702	1.331853187	3633612
703	0.830980367	6165643
704	0.704848155	7515593
705	0.642376792	8401123
706	0.764073225	5992922
707	0.404271334	14005104
708	0.899346466	5589573
709	0.852203918	5591989
710	0.931135099	5863213
711	0.735783219	6174332
712	0.848877821	6370848
713	1.251011438	3630969
714	1.300667273	3761324
715	1.174959197	4645750
716	0.957759489	6020869
717	0.788418799	6081847
718	0.933841602	6015619
719	0.738572419	8872458
720	0.920204355	6639454
721	1.104704083	5328119
722	1.294953337	4766230
723	1.448119626	3572913
724	0.657911256	9603232
725	0.841872165	5949886
726	0.939360337	5247623
727	1.531892396	3049355
728	1.179311673	3959110
729	1.285543158	3762668
730	1.287007061	3066447
731	0.92885239	5468639
732	1.242484642	3675811
733	1.357359934	3815223
734	1.461586291	2926857
735	0.821891447	6056771
736	0.927063877	4743637
737	0.66826626	5982269
738	1.022550041	4050616
739	0.859281812	4491289
740	1.106373513	4682378
741	2.264211025	2136987
742	1.535736993	3178070
743	1.48268108	3255265
744	1.375997057	3927040
745	1.283737931	3980495
746	1.372859329	3698068
747	1.706579896	2805733
748	1.568956092	2412623
749	1.400549649	2832267
750	1.213879047	3455179
751	1.915895028	2130221
752	1.247924843	3742308
753	1.8380767	1805110
754	2.14859685	2098870
755	1.801292958	2113358
756	1.653417364	2061927
757	1.226395387	4789060
758	1.573895738	2561672
759	2.314125383	1754373
760	2.874463069	1206072
761	2.044727685	1028262
762	3.337060639	1544577
763	1.917087314	1898279
764	1.784676296	2414655
765	2.108228674	2036254
766	1.878968799	2133115
767	1.734214012	2964302
768	1.517945754	3458672
769	1.66361579	2798936
770	1.395619662	3959019
771	1.565632441	3052051
772	2.016938177	2185074
773	2.263937296	2017353
774	1.703856557	2596364
775	1.417217956	3393587
776	1.319426269	3248167
777	1.517213141	3416019
778	1.832878499	2341376
779	1.818459639	2840467
780	1.344991865	4685591
781	1.138812552	5447399
782	1.660132646	2888816
783	1.375352236	3624109
784	1.440658343	3477489
785	1.348874863	4148533
786	1.357856686	3708589
787	0.913321006	6834432
788	1.250008587	4301404
789	1.252192459	4375584
790	1.778639202	2339717
791	1.304753693	3467383
792	1.273127341	4319842
793	1.381531233	3573599
794	1.273467746	3855833
795	1.648788638	3007797
796	1.58875013	2732634
797	1.588868537	3300551
798	1.762951604	2779946
799	1.343709341	4082880
800	1.565853961	3576993
801	1.69587913	2971565
802	2.100560914	1920039
803	2.112164363	2075596
804	1.793933189	2350618
805	1.294631098	3578351
806	1.567757522	2832483
807	1.107171365	4113170
808	1.528644446	2611665
809	1.218705071	3300065
810	0.743654258	6919043
811	0.624763683	9881943
812	0.902222934	4040245
813	1.307012906	3358137
814	1.829838132	2507989
815	1.61377705	2720693
816	0.988571105	4475202
817	1.51665491	3412060
818	1.715796751	2489337
819	1.190982268	3311184
820	2.027169175	1936088
821	2.353538398	1961364
822	1.001355174	4960511
823	1.261486233	3728469
824	1.486069957	3226248
825	1.432792536	3682270
826	0.587080154	10315795
827	0.678395412	8460431
828	0.831762351	5133141
829	0.833864622	5156964
830	1.160534955	4651572
831	1.679423799	2357577
832	1.543576496	2479803
833	2.458218476	1393782
834	1.936095543	2224016
835	1.474019948	3168505
836	1.624820977	2325161
837	1.751283892	2203177
838	1.483538756	2688233
839	1.140445303	3105582
840	1.803551439	1975030
841	1.960920989	1837376
842	1.531239186	2770601
843	2.293084045	1504785
844	1.677827694	2507899
845	2.668686685	1489998
846	1.358778444	2465860
847	0.89676797	4473181
848	1.400351802	2648561
849	1.13898389	3590653
850	1.834553517	2275578
851	1.346155969	2765865
852	1.627014182	2524449
853	1.694964592	2949690
854	1.763416702	3128362
855	2.026397108	1903597
856	1.322052297	3159981
857	1.868790387	2278185
858	2.703512266	1313901
859	2.619564312	1298960
860	5.627328181	673817
861	1.754974555	1977085
862	1.663158498	2461242
863	1.682711733	2397522
864	1.734676965	1943445
865	1.745779445	2376189
866	1.61302506	2481211
867	2.04992236	1733238
868	2.845276382	1198261
869	1.172812255	3407288
870	1.191653305	2951305
871	1.643454945	2691732
872	1.536910728	2629472
873	2.577133056	1641982
874	2.120792433	1589760
875	1.846170444	1883381
876	2.04677126	1789777
877	1.598225085	2680319
878	1.423310522	2872454
879	1.41566302	3608058
880	1.353012688	2776022
881	1.686731203	1835988
882	2.162139828	1626497
883	2.059850407	1766465
884	2.926086527	1146088
885	3.524955641	1012716
886	2.519626498	1354653
887	2.741572191	1141593
888	1.8075681	1952156
889	4.138921903	882996
890	2.376472651	1479567
891	2.414177398	1708310
892	1.982091497	2525114
893	1.821530725	2254378
894	2.98017947	1270935
895	2.885528193	1265791
896	1.229693033	3724479
897	1.189473295	2678300
898	1.795065029	2049475
899	1.842755965	2176380
900	1.782536469	2039849
901	1.637578531	2236627
902	1.952895503	1726345
903	2.139266799	1657183
904	2.650592143	1454819
905	1.863375904	1746968
906	2.649484289	1206866
907	1.816859203	2065608
908	2.715779358	1471072
909	2.132287102	1646601
910	1.692390548	2057562
911	1.302482624	2858861
912	1.994132898	1659070
913	2.409307445	1370468
914	1.549618905	2271604
915	2.105887882	1596077
916	1.608332649	2102716
917	2.185650887	1282177
918	1.903319142	2240941
919	2.346857657	1592947
920	2.597337799	1465720
921	3.299439482	1136711
922	2.670347812	1501579
923	3.077590201	1292785
924	3.051659481	1681380
925	3.442768095	1093397
926	3.155369544	996302
927	3.161834555	1015007
928	2.412657784	1436506
929	3.314309967	954104
930	5.187686145	679330
931	2.233355392	1735493
932	2.038658973	1816630
933	2.322401763	1513382
934	1.587132572	2553560
935	2.813391392	990829
936	2.825742589	1167401
937	0.860153583	5411957
938	1.318140376	2764103
939	1.995901895	1692123
940	1.397784452	3552694
941	1.551607955	2328155
942	2.059158386	1882469
943	1.660841701	2204570
944	1.527288994	3026743
945	1.608894149	2435460
946	2.087781192	1690357
947	1.710100868	1864870
948	2.166999078	1635493
949	2.223978912	1441990
950	2.17285365	1820541
951	2.125540055	1525968
952	1.262043722	3032418
953	2.065893387	1831740
954	1.582814415	2860731
955	1.810786148	2202967
956	1.914022741	1894046
957	1.920608248	2167163
958	1.425908043	2121931
959	2.378149003	1575163
960	2.677053928	1514265
961	2.621157994	1341354
962	2.096202356	1808307
963	1.832542062	1967625
964	2.241709176	2119873
965	2.018226271	2178222
966	1.159083015	3131624
967	1.317198235	2986069
968	1.754867021	2091051
969	1.461597378	2574546
970	1.485221163	2437055
971	1.104668927	3178193
972	1.024705636	3793530
973	1.329808077	2956650
974	2.041602527	1720275
975	1.832280942	1951660
976	0.75428456	6500808
977	1.319753053	3651675
978	1.322023282	3301903
979	1.978579405	2165606
980	2.928995173	1316611
981	1.675014291	2924011
982	2.331636862	1952137
983	2.303434863	1813144
984	2.322618233	1688259
985	2.081134792	2076814
986	2.361655317	1572737
987	3.522630643	1039142
988	2.932598534	1398564
989	2.08720836	2313951
990	1.832225831	2362112
991	2.006942083	2117261
992	1.366270339	2744403
993	1.979999675	2096555
994	2.082108635	1995529
995	2.011720353	2104366
996	2.024072949	1879220
997	1.764717779	2624719
998	1.939873159	2230242
999	2.385921768	1885660
1000	2.626622102	1415796
1001	2.159893874	1959338
1002	2.680641045	1484726
1003	3.096691368	1453479
1004	3.054261822	1472394
1005	2.661744987	1658852
1006	3.19654962	1336129
1007	2.893604018	1658934
1008	2.484484892	1581170
1009	2.315213366	2428703
1010	2.546088304	1644513
1011	3.608837793	996653
1012	4.640167184	842586
1013	5.725649023	708120
1014	4.772638264	739162
1015	5.210868385	391320
1016	2.602741343	1522454
1017	2.773470317	1367805
1018	2.220368506	1949660
1019	2.523817235	1594496
1020	2.684369731	1378049
1021	2.087470319	1750567
1022	1.530303303	2687979
1023	2.076579211	2068192
1024	2.043788031	2473690
1025	2.168911518	2305999
1026	3.651962246	1258070
1027	1.942500318	2369088
1028	2.091436427	2122495
1029	2.016970757	2457407
1030	1.854066065	2908571
1031	2.704649091	1677889
1032	1.789996312	2717596
1033	1.899364155	2679504
1034	1.104227654	4305461
1035	1.150754549	4249048
1036	2.021912765	2098943
1037	1.634242298	2169651
1038	2.308332201	1971015
1039	2.020157786	2133851
1040	1.67025538	3125022
1041	1.598367292	3071627
1042	2.580550411	1977717
1043	2.609730327	1981171
1044	1.603687097	2808099
1045	1.614115705	3401841
1046	2.819664581	1800959
1047	2.328498219	2229201
1048	2.496464824	1912586
1049	1.441032445	3978862
1050	1.933455308	2797356
1051	2.675382471	1818696
1052	2.192114454	1924227
1053	2.426232778	1970681
1054	2.393953593	1901263
1055	3.118795615	1525631
1056	2.910844811	1624454
1057	2.165396877	2294088
1058	2.848845793	1558897
1059	2.912364874	1572459
1060	2.259106605	2055692
1061	2.704646431	1912212
1062	2.416179843	1999773
1063	2.36193107	2075523
1064	1.554984865	3766336
1065	2.696742086	1638857
1066	3.22201157	1441768
1067	3.445843253	1341509
1068	2.206306442	2146872
1069	2.134758785	2513781
1070	1.902762348	3645730
1071	1.737804136	2747004
1072	1.405759361	3696158
1073	2.233063516	2140942
1074	1.752516616	2251001
1075	1.836727281	2414845
1076	2.110193258	1944387
1077	2.641415146	1526383
1078	2.111901545	1962010
1079	1.472145672	3478897
1080	1.690961828	2447370
1081	2.135895968	1688379
1082	2.05917468	2110663
1083	3.069918555	1202887
1084	2.874016389	1511716
1085	2.388588464	1866314
1086	1.910418604	2568281
1087	2.134747355	2014680
1088	1.61861794	3761618
1089	2.431145775	1647353
1090	1.250700242	3845031
1091	1.865331394	2245828
1092	1.989158274	2150923
1093	2.009566637	2105462
1094	2.777164561	1590616
1095	1.61787007	2832682
1096	1.389069546	3545321
1097	1.754759977	2425413
1098	2.357599354	1824405
1099	3.998151155	900196
1100	1.215703094	3092695
1101	1.258863987	3122476
1102	0.980102235	4047846
1103	0.659786415	6214709
1104	1.001722486	4520226
1105	1.274049734	3650623
1106	1.301504058	3676551
1107	1.513297739	2987800
1108	1.182019021	3548226
1109	1.127842999	3252919
1110	1.68525842	2860431
1111	0.764381566	6061817
1112	0.851372443	4504527
1113	1.025931828	4340443
1114	1.716653751	2143347
1115	1.167755315	3438663
1116	1.671242489	2505562
1117	1.655416449	2204007
1118	2.038511877	1650788
1119	6.653360525	546242
1120	1.882540202	2165503
1121	2.003882466	1922958
1122	1.921335031	2142683
1123	1.437667786	2832234
1124	1.704361586	2111285
1125	1.568426952	2210061
1126	2.154500719	1821799
1127	1.043212161	3747178
1128	1.423491823	2445413
1129	1.501174601	2610988
1130	2.012866205	1808822
1131	1.47132001	2813969
1132	1.723865088	1927040
1133	1.388855522	3760205
1134	1.254315888	2770550
1135	1.942400572	1858063
1136	1.690453053	2000069
1137	1.226222342	2649374
1138	1.22773415	2705857
1139	1.690980132	2199113
1140	1.752765964	1736237
1141	1.383438444	2094555
1142	1.233101826	3386289
1143	1.46503513	2435500
1144	2.908187917	1010354
1145	2.437884804	1446290
1146	1.554475213	2334003
1147	1.483218923	2515057
1148	1.680869755	1989160
1149	2.610912406	1168879
1150	0.675856809	7462339
1151	0.931449771	4854334
1152	0.874881071	4498022
1153	1.005098423	3476536
1154	1.835345015	1884913
1155	1.681263172	2239609
1156	1.70378753	1943937
1157	1.49721806	2013745
1158	1.738747441	1597449
1159	1.748965041	1505267
1160	1.33454215	2496463
1161	1.488691103	2116230
1162	1.835797049	1611519
1163	1.770236897	1827385
1164	1.77709954	1604192
1165	0.840038477	4741459
1166	1.003259557	2856738
1167	1.082748414	2908956
1168	1.049874971	2796356
1169	2.106321288	1225801
1170	1.42244881	1803630
1171	1.940256449	1362206
1172	1.064349809	2979731
1173	1.587097871	1786002
1174	2.101216858	1197577
1175	1.413877882	2650832
1176	1.697929802	1800558
1177	1.30228336	2330557
1178	1.866620431	1709217
1179	2.487796661	1064827
1180	2.474603013	1240291
1181	1.217990812	2370540
1182	1.937854798	1671945
1183	1.751061034	1728570
1184	3.54659902	877195
1185	1.573985274	2273471
1186	1.096429817	2783527
1187	1.702434257	1790477
1188	1.269361676	2237427
1189	2.692235958	1178282
1190	1.591635745	1901985
1191	1.579083922	2053063
1192	1.083610614	3035279
1193	0.936429779	3711266
1194	1.377450753	2154339
1195	1.34288267	2377364
1196	1.154973216	2680794
1197	1.320209909	2325766
1198	0.845547923	4507548
1199	0.940757505	3508771
1200	1.208599174	2544529
1201	1.202372926	2643625
1202	1.324863581	2221854
1203	1.039261797	3326678
1204	1.608975217	2014209
1205	1.350305612	2566301
1206	1.149345824	2963364
1207	1.396359563	2542367
1208	0.769011894	4208608
1209	0.844528021	2902308
1210	1.257313527	2293496
1211	1.18911958	2571632
1212	1.218477123	2241960
1213	1.323717453	2170745
1214	2.125934823	1327458
1215	1.56473486	1967930
1216	1.138305678	3039707
1217	1.517724237	1813940
1218	1.005861552	2975872
1219	1.17708878	1826778
1220	1.441408212	1958262
1221	1.956646515	1311847
1222	1.383328222	2029138
1223	1.710688097	1631172
1224	2.060059139	1668005
1225	2.033458429	1731809
1226	1.361738959	2361020
1227	1.258789973	2351063
1228	1.310284287	2807419
1229	1.063371858	2726766
1230	1.332718117	2078297
1231	0.801232351	4544621
1232	1.260272503	2812556
1233	1.121582571	2843026
1234	1.453651548	1670495
1235	1.404984292	1836833
1236	1.404798017	1898795
1237	1.651327166	1426205
1238	1.10564519	2916775
1239	1.599265989	1706160
1240	1.778042065	1485805
1241	2.055860212	1440609
1242	1.668755312	1769859
1243	1.575112222	2102670
1244	1.007654961	2957965
1245	1.072722664	2616739
1246	1.124325565	2722364
1247	1.678364272	1711396
1248	1.215151732	2111249
1249	1.218571081	1825668
1250	0.841866113	2903936
1251	0.974501669	2886871
1252	0.740934313	3807342
1253	0.944139775	2812624
1254	1.107194346	2189437
1255	1.123833436	2311989
1256	1.115545528	2644456
1257	0.611336487	4966690
1258	1.037795753	2670625
1259	1.547706247	1595920
1260	1.816292002	1417372
1261	2.054484069	1168574
1262	2.144635867	1263096
1263	1.43826202	2015173
1264	2.249488486	1149125
1265	1.720945953	1432576
