date; pm25; pm10; o3; no2; so2; co;AQI
22.06.2015;93;93;37;8;8;12;93
23.06.2015;129;40;42;11;2;12;129
24.06.2015;64;76;122;17;2;15;122
25.06.2015;66;88;28;15;3;16;88
26.06.2015;128;21;31;8;1;12;128
27.06.2015;89;42;32;11;4;12;89
28.06.2015;102;58;37;17;4;14;102
29.06.2015;149;109;38;17;5;15;149
30.06.2015;178;124;69;26;5;18;178
01.01.2015;135;107;5;6;39;18;135
02.01.2015;169;142;4;11;47;29;169
03.01.2015;195;169;2;14;38;30;195
04.01.2015;224;87; ;5;26;14;224
05.01.2015;118;66;10;5;22;14;118
06.01.2015;96;83;11;7;22;22;96
07.01.2015;150;116;16;11;26;26;150
08.01.2015;163;107;10;9;27;29;163
09.01.2015;163;157;14;15;33;37;163
10.01.2015;212;186;11;16;32;42;212
11.01.2015;258;170;15;11;39;37;258
12.01.2015;256;141;13;7;29;29;256
13.01.2015;220;205;8;11;30;40;220
14.01.2015;305;198;16;9;23;35;305
15.01.2015;297;145;16;11;19;37;297
16.01.2015;217;93;8;5;32;22;217
17.01.2015;163;74;19;7;16;22;163
18.01.2015;137;97;13;7;30;29;137
19.01.2015;161;89;26;6;23;23;161
20.01.2015;140;62;27;4;13;14;140
21.01.2015;71;82;14;6;25;22;82
22.01.2015;138;130;13;10;31;33;138
23.01.2015;199;140;10;9;41;29;199
24.01.2015;217;176;6;7;24;29;217
25.01.2015;266;184;9;8;29;31;266
26.01.2015;298;119;7;5;23;26;298
27.01.2015;212;56;16;3;19;18;212
28.01.2015;141;64;24;4;25;20;141
29.01.2015;138;58;19;5;19;19;138
30.01.2015;102;69;14;5;21;20;102
31.01.2015;148;104;21;6;30;26;148
01.02.2015;189;123;9;8;32;30;189
02.02.2015;206;139;12;11;23;37;206
03.02.2015;235;110;29;9;22;30;235
04.02.2015;193;73;25;9;24;23;193
05.02.2015;150;90;19;10;25;27;150
06.02.2015;161;58;31;6;21;17;161
07.02.2015;147;76;25;7;25;18;147
08.02.2015;132;85;22;8;29;18;132
09.02.2015;153;97;32;9;25;26;153
10.02.2015;175;95;27;9;20;26;175
11.02.2015;139;98;24;8;22;21;139
12.02.2015;174;92;4;7;27;21;174
13.02.2015;154;124; ;9;32;33;154
14.02.2015;189;89;13;5;18;18;189
15.02.2015;115;71;31;6;18;21;115
16.02.2015;116;84;37;6;25;22;116
17.02.2015;145;122;20;5;24;21;145
18.02.2015;183;90; ;3;18;12;183
19.02.2015;165;73; ;4;14;7;165
20.02.2015;165;89; ;5;13;10;165
21.02.2015;163;128;26;3;14;4;163
22.02.2015;123;101;19;5;18;7;123
23.02.2015;143;102;29;6;20;11;143
24.02.2015;160;92;33;6;14;14;160
25.02.2015;134;105;29;5;26;11;134
26.02.2015;146;92;29;5;15;8;146
27.02.2015;156;78;24;4;12;9;156
28.02.2015;141;64;21;6;15;15;141
01.03.2015;100;81;34;7;14;16;100
02.03.2015;134;116;35;5;10;7;134
03.03.2015;117;65;24;7;15;9;117
04.03.2015;93;66;21;7;13;8;93
05.03.2015;142;85;41;12;15;17;142
06.03.2015;169;102;39;12;14;18;169
07.03.2015;179;95;39;13;14;20;179
08.03.2015;159;80;28;10;17;11;159
09.03.2015;122;88;21;8;21;11;122
10.03.2015;151;85;31;11;18;14;151
11.03.2015;158;108;39;15;17;21;158
12.03.2015;166;124;56;15;22;24;166
13.03.2015;175;124;44;12;22;17;175
14.03.2015;164;150;23;13;25;19;164
15.03.2015;198;185;64;11;20;26;198
16.03.2015;242;154;17;11;18;22;242
17.03.2015;206;75;27;9;11;13;206
18.03.2015;190;62;15;7;11;16;190
19.03.2015;136;52;36;6;11;12;136
20.03.2015;96;74;38;7;12;15;96
21.03.2015;133;101;27;7;14;17;133
22.03.2015;164;46;27;5;9;11;164
23.03.2015;113;91;9;5;13;17;113
24.03.2015;167;76;22;6;9;15;167
25.03.2015;153;50;28;7;9;13;153
26.03.2015;128;78;19;8;12;18;128
27.03.2015;163;78;38;10;11;19;163
28.03.2015;124;110;56;11;13;20;124
29.03.2015;153;75;56;8;13;17;153
30.03.2015;129;101;26;14;13;22;129
31.03.2015;169;49;26;10;9;19;169
01.10.2014;121;112; ;21;9;18;121
02.10.2014;111;128; ;18;11;16;128
03.10.2014;174;112; ;18;11;17;174
04.10.2014;134;99; ;21;10;16;134
05.10.2014;99;104; ;16;12;16;104
06.10.2014;160;127; ;19;15;16;160
07.10.2014;171;214; ;24;15;21;214
08.10.2014;225;194; ;22;16;20;225
09.10.2014;255;122; ;14;12;16;255
10.10.2014;174;85; ;14;10;14;174
11.10.2014;120;47; ;13;11;13;120
12.10.2014;63;60; ;14;13;14;63
13.10.2014;75;95; ;18;12;18;95
14.10.2014;113;111; ;23;13;22;113
15.10.2014;137;133; ;28;16;17;137
16.10.2014;164;107; ;25;14;16;164
17.10.2014;157;130; ;28;16;19;157
18.10.2014;171;122; ;28;12;18;171
19.10.2014;188;116; ;28;10;20;188
20.10.2014;174;90; ;18;10;15;174
21.10.2014;243;118; ;21;10;19;243
22.10.2014;186;106; ;22;10;24;186
23.10.2014;158;96; ;20;12;26;158
24.10.2014;210;125; ;32;12;31;210
25.10.2014;163;92; ;19;12;27;163
26.10.2014;214;104; ;16;13;19;214
27.10.2014;159;75; ;17;13;17;159
28.10.2014;133;86; ;15;12;17;133
29.10.2014;246;120; ;21;15;21;246
30.10.2014;180;84; ;18;12;19;180
31.10.2014;137;57; ;18;11;16;137
01.11.2014;76;79; ;20;10;16;79
02.11.2014;80;89; ;26;10;19;89
03.11.2014;127;145; ;31;12;22;145
04.11.2014;180;69; ;19;12;14;180
05.11.2014;136;102; ;23;17;16;136
06.11.2014;157;96; ;20;20;12;157
07.11.2014;249;115; ;20;20;14;249
08.11.2014;191;115; ;19;22;15;191
09.11.2014;186;114; ;19;19;16;186
10.11.2014;182;78; ;17;16;11;182
11.11.2014;105;87; ;23;12;14;105
12.11.2014;116;96; ;29;14;16;116
13.11.2014;158;109;2;26;26;19;158
14.11.2014;167;81; ;23;20;16;167
15.11.2014;150;98; ;29;16;20;150
16.11.2014;151;109;14;28;23;19;151
17.11.2014;167;146;12;34;22;27;167
18.11.2014;195;127;3;33;26;22;195
19.11.2014;189;140;11;37;19;26;189
20.11.2014;182;167;4;42;28;31;182
21.11.2014;210;178;3;30;39;29;210
22.11.2014;258;130;3;25;42;26;258
23.11.2014;199;69;3;18;20;18;199
24.11.2014;146;62;9;18;19;16;146
25.11.2014;133;95;8;19;26;19;133
26.11.2014;165;101;2;20;25;21;165
27.11.2014;154;84;9;21;20;17;154
28.11.2014;140;118;3;23;30;24;140
29.11.2014;181;73;21;18;18;13;181
30.11.2014;102;66;15;18;15;10;102
01.12.2014;79;101;10;26;30;12;101
02.12.2014;139;92;20;24;22;14;139
03.12.2014;122;72;19;24;16;18;122
04.12.2014;111;95;11;28;29;21;111
05.12.2014;154;142;4;31;27;25;154
06.12.2014;182;106;11;29;25;23;182
07.12.2014;149;123;11;26;42;25;149
08.12.2014;167;97;7;21;27;21;167
09.12.2014;164;87;17;18;19;17;164
10.12.2014;110;109;10;27;27;20;110
11.12.2014;146;97;13;27;18;17;146
12.12.2014;123;129;6;36;22;26;129
13.12.2014;165;157;7;37;30;28;165
14.12.2014;194;99;19;19;18;15;194
15.12.2014;122;63;23;16;17;14;122
16.12.2014;80;140;9;37;32;24;140
17.12.2014;179;160;3;28;33;24;179
18.12.2014;215;152;5;12;34;17;215
19.12.2014;288;70;9;6;39;2;288
20.12.2014;119;55;26;5;17;7;119
21.12.2014;78;83;9;7;37;5;83
22.12.2014;144;107;8;11;36;12;144
23.12.2014;165;165;3;12;40;22;165
24.12.2014;231;122;5;8;48;20;231
25.12.2014;190;139;3;8;55;28;190
26.12.2014;196;133;8;8;43;26;196
27.12.2014;204;94;14;9;28;23;204
28.12.2014;151; ; ; ; ; ;151
01.07.2014;225;85; ;13;12;19;225
02.07.2014;122;75; ;18;16;12;122
03.07.2014;134;84; ;27;13;13;134
04.07.2014;131;83; ;14;13;12;131
05.07.2014;158;86; ;13;13;12;158
06.07.2014;159;86; ;17;13;12;159
07.07.2014;151;94; ;18;14;12;151
08.07.2014;149;52; ;12;12;11;149
09.07.2014;85;43; ;18;10;12;85
10.07.2014;85;53; ;20;10;13;85
11.07.2014;122;72; ;24;6;13;122
12.07.2014;118;71; ;27;5;17;118
13.07.2014;112;69; ;27;5;14;112
14.07.2014;168;79; ;34;7;12;168
15.07.2014;176;82; ;30;7;11;176
16.07.2014;175;66; ;24;5;7;175
17.07.2014;175;67; ;18;5;7;175
18.07.2014;121;52; ;12;3;6;121
19.07.2014;75;46; ;14;4;8;75
20.07.2014;88;69; ;17;5;8;88
21.07.2014;83;88; ;17;6;9;88
22.07.2014;113;61; ;18;6;13;113
23.07.2014;135;57; ;19;7;7;135
24.07.2014;72;79; ;30;8;8;79
25.07.2014;113;85; ;25;10;9;113
26.07.2014;147;87; ;22;9;9;147
27.07.2014;150;95; ;19;10;9;150
28.07.2014;159;95; ;23;5;9;159
29.07.2014;160;90; ;15;9;10;160
30.07.2014;152;90; ;15;6;9;152
31.07.2014;162;120; ;18;8;10;162
01.08.2014;227;115; ;22;9;10;227
02.08.2014;174;110; ;25;7;10;174
03.08.2014;171;104; ;20;7;9;171
04.08.2014;158;87; ;24;8;10;158
05.08.2014;159;78; ;22;6;10;159
06.08.2014;144;59; ;25;5;9;144
07.08.2014;106;47; ;15;3;9;106
08.08.2014;92;40; ;15;3;10;92
09.08.2014;104;72; ;21;5;13;104
10.08.2014;120;93; ;24;6;13;120
11.08.2014;152;79; ;32;6;13;152
12.08.2014;124;62; ;20;5;11;124
13.08.2014;87;61; ;23;9;8;87
14.08.2014;86;75; ;33;13;10;86
15.08.2014;97;83; ;29;15;12;97
16.08.2014;142;72; ;15;13;12;142
17.08.2014;141;69; ;15;12;13;141
18.08.2014;119;91; ;28;12;11;119
19.08.2014;126;104; ;33;11;12;126
20.08.2014;131;113; ;30;15;13;131
21.08.2014;160;85; ;19;17;10;160
22.08.2014;130;92; ;23;15;10;130
23.08.2014;120;74; ;23;15;9;120
24.08.2014;74;83; ;32;15;11;83
25.08.2014;88;103; ;36;19;12;103
26.08.2014;127;70; ;21;14;10;127
27.08.2014;102;62; ;18;11;9;102
28.08.2014;94;68; ;18;9;11;94
29.08.2014;105;52; ;18;6;11;105
30.08.2014;93;47; ;17;5;11;93
31.08.2014;94;69; ;22;7;12;94
01.09.2014;154;68; ;21;9;11;154
02.09.2014;114;68; ;24;12;9;114
03.09.2014;108;86; ;29;12;11;108
04.09.2014;119;90; ;31;12;13;119
05.09.2014;118;83; ;24;10;10;118
06.09.2014;128;79; ;22;7;12;128
07.09.2014;226;74; ;19;6;12;226
08.09.2014;161;87; ;18;6;12;161
09.09.2014;181;64; ;22;7;6;181
10.09.2014;157;73; ;18;5;5;157
11.09.2014;150;32; ;15;6;9;150
12.09.2014;58;35; ;18;7;12;58
13.09.2014;62;34; ;20;5;14;62
14.09.2014;62;37; ;17;7;18;62
15.09.2014;73;36; ;17;8;16;73
16.09.2014;68;40; ;13;8;17;68
17.09.2014;61;59; ;13;9;18;61
18.09.2014;103;79; ;16;10;21;103
19.09.2014;140;106; ;21;9;23;140
20.09.2014;156;95; ;18;11;19;156
21.09.2014;152;82; ;16;9;14;152
22.09.2014;121;60; ;16;9;13;121
23.09.2014;86;69; ;20;13;17;86
24.09.2014;95;95; ;20;11;16;95
25.09.2014;143;124; ;20;12;18;143
26.09.2014;174;116; ;21;11;18;174
27.09.2014;173;32; ;16;8;13;173
28.09.2014;87;49; ;17;9;15;87
29.09.2014;82;65; ;15;9;14;82
30.09.2014;99;70; ;16;9;15;99
01.04.2014;155;116; ;25;29;14;155
02.04.2014;163;106; ;17;32;16;163
03.04.2014;167;107; ;16;28;19;167
04.04.2014;163;104; ;17;6;16;163
05.04.2014;145;128; ;16;8;15;145
06.04.2014;151;108; ;16;3;17;151
07.04.2014;143;126; ;18;3;16;143
08.04.2014;152;122; ;17;2;17;152
09.04.2014;180;137; ;19;8;19;180
10.04.2014;173;65; ;14;8;18;173
11.04.2014;152;58; ;15;6;19;152
12.04.2014;134;91; ;18;6;23;134
13.04.2014;164;102; ;16;6;20;164
14.04.2014;161;68; ;13;4;16;161
15.04.2014;148;66; ;14;4;19;148
16.04.2014;139;100; ;19;11;23;139
17.04.2014;162;109; ;17;6;20;162
18.04.2014;159;62; ;15;5;21;159
19.04.2014;106;85; ;16;6;19;106
20.04.2014;140;77; ;17;6;19;140
21.04.2014;120;91; ;16;7;20;120
22.04.2014;138;110; ;16;7;19;138
23.04.2014;158;126; ;15;7;16;158
24.04.2014;166;146; ;12;5;14;166
25.04.2014;193;142; ;13;5;15;193
26.04.2014;180;304; ;17;7;16;304
27.04.2014;188;287; ;20;8;24;287
28.04.2014;194;192; ;23;8;33;194
29.04.2014;178;201; ;23;9;24;201
30.04.2014;173;221; ;20;6;14;221
01.05.2014;164;130; ;17;6;14;164
02.05.2014;145;138; ;21;9;14;145
03.05.2014;152;139; ;17;6;14;152
04.05.2014;140;121; ;22;10;17;140
05.05.2014;145;135; ;22;8;16;145
06.05.2014;157;127; ;19;8;14;157
07.05.2014;165;128; ;15;9;14;165
08.05.2014;144;138; ;11;7;15;144
09.05.2014;159;65; ;10;5;17;159
10.05.2014;121;65; ;10;5;18;121
11.05.2014;86;86; ;16;8;17;86
12.05.2014;118;88; ;15;7;13;118
13.05.2014;132;67; ;11;6;10;132
14.05.2014;99;76; ;13;6;10;99
15.05.2014;107;103; ;17;11;13;107
16.05.2014;140;81; ;15;8;17;140
17.05.2014;156;100; ;15;13;16;156
18.05.2014;146;98; ;10;7;15;146
19.05.2014;152;104; ;15;6;14;152
20.05.2014;154;100; ;15;8;17;154
21.05.2014;141;76; ;12;6;17;141
22.05.2014;151;54; ;12;4;20;151
23.05.2014;120;55; ;11;4;21;120
24.05.2014;118;234; ;12;6;19;234
25.05.2014;224;135; ;15;5;22;224
26.05.2014;171;97; ;12;7;22;171
27.05.2014;159;109; ;14;9;21;159
28.05.2014;170;101; ;16;8;17;170
29.05.2014;164;117; ;18;9;20;164
30.05.2014;155;114; ;10;7;19;155
31.05.2014;171;70; ;7;7;15;171
01.06.2014;121;96; ;9;7;20;121
02.06.2014;161;88; ;7;9;19;161
03.06.2014;152;59; ;9;3;19;152
04.06.2014;124;88; ;12;6;22;124
05.06.2014;164;74; ;8;5;20;164
06.06.2014;130;64; ;10;7;18;130
07.06.2014;100;74; ;13;7;22;100
08.06.2014;131;83; ;14;11;21;131
09.06.2014;141;101; ;16;7;15;141
10.06.2014;141;81; ;16;7;13;141
11.06.2014;146;135; ;12;11;17;146
12.06.2014;192;64; ;7;5;14;192
13.06.2014;135;85; ;9;5;17;135
14.06.2014;160;85; ;12;5;19;160
15.06.2014;144;72; ;13;5;21;144
16.06.2014;171;65; ;10;4;18;171
17.06.2014;87;79; ;8;5;16;87
18.06.2014;131;62; ;8;5;14;131
19.06.2014;115;58; ;10;5;20;115
20.06.2014;122;74; ;12;6;18;122
21.06.2014;126;75; ;12;7;20;126
22.06.2014;148;74; ;10;7;26;148
23.06.2014;142;61; ;8;6;21;142
24.06.2014;120;55; ;12;16;19;120
25.06.2014;129;75; ;20;8;20;129
26.06.2014;161;81; ;25;11;24;161
27.06.2014;143;100; ;36;16;17;143
28.06.2014;171;62; ;38;16;16;171
29.06.2014;167;106; ;42;16;19;167
30.06.2014;202;129; ;54;13;20;202
01.01.2014;214;167; ;28;22;38;214
02.01.2014;222;239; ;35;15;23;239
03.01.2014;228;124; ;27;15;30;228
04.01.2014;172;204; ;27;20;28;204
05.01.2014;226;210; ;26;27;29;226
06.01.2014;221;115; ;19;9;22;221
07.01.2014;154;92; ;14;8;19;154
08.01.2014;134;118; ;19;18;24;134
09.01.2014;165;188; ;27;35;31;188
10.01.2014;200;180; ;19;22;27;200
11.01.2014;212;100; ;15;20;18;212
12.01.2014;129;135; ;26;37;22;135
13.01.2014;180;204; ;53;35;29;204
14.01.2014;230;322; ;55;34;30;322
15.01.2014;333;367; ;63;32;37;367
16.01.2014;352;205; ;51;29;33;352
17.01.2014;277;127; ;39;23;26;277
18.01.2014;177;115; ;35;19;24;177
19.01.2014;152;125; ;41;12;26;152
20.01.2014;168;116; ;46;15;22;168
21.01.2014;177;162; ;52;23;32;177
22.01.2014;245;266; ;63;26;31;266
23.01.2014;343;214; ;50;27;22;343
24.01.2014;265;134; ;41;26;22;265
25.01.2014;188;193; ;35;27;20;193
26.01.2014;241;217; ;41;28;25;241
27.01.2014;300;232; ;45;27;29;300
28.01.2014;308;304; ;49;24;37;308
29.01.2014;336;391; ;46;24;37;391
30.01.2014;398;741; ;45;32;49;741
31.01.2014;592;468; ;25;30;40;592
01.02.2014;446;545; ;47;29;53;545
02.02.2014;479;366; ;30;27;30;479
03.02.2014;311;172; ;19;27;17;311
04.02.2014;173;79; ;17;19;16;173
05.02.2014;157;84; ;18;21;18;157
06.02.2014;179;117; ;29;24;24;179
07.02.2014;215;169; ;23;22;27;215
08.02.2014;275;87; ;20;20;21;275
09.02.2014;159;96; ;18;31;20;159
10.02.2014;178;129; ;14;53;20;178
11.02.2014;200;152; ;15;57;23;200
12.02.2014;256;127; ;13;57;23;256
13.02.2014;218;168; ;17;55;27;218
14.02.2014;268;262; ;17;53;35;268
15.02.2014;371;204; ;14;54;31;371
16.02.2014;340;124; ;10;50;29;340
17.02.2014;221;123; ;11;37;30;221
18.02.2014;220;119; ;18;28;28;220
19.02.2014;210;151; ;20;25;18;210
20.02.2014;228;161; ;22;27;19;228
21.02.2014;255;245; ;22;23;23;255
22.02.2014;333;262; ;22;20;22;333
23.02.2014;335;266; ;20;20;19;335
24.02.2014;333;294; ;20;17;23;333
25.02.2014;356;196; ;17;29;22;356
26.02.2014;274;166; ;20;35;19;274
27.02.2014;166;101; ;17;31;15;166
28.02.2014;168;163; ;24;22;24;168
01.03.2014;187;143; ;23;36;21;187
02.03.2014;213;195; ;27;30;24;213
03.03.2014;273;124; ;24;27;20;273
04.03.2014;214;132; ;23;22;19;214
05.03.2014;250;114; ;26;21;23;250
06.03.2014;212;110; ;24;22;19;212
07.03.2014;195;111; ;27;11;22;195
08.03.2014;190;147; ;31;21;28;190
09.03.2014;184;200; ;19;19;25;200
10.03.2014;211;120; ;19;20;21;211
11.03.2014;172;143; ;11;14;16;172
12.03.2014;107;93; ;21;24;17;107
13.03.2014;111;213; ;23;19;23;213
14.03.2014;156;159; ;20;18;22;159
15.03.2014;146;135; ;23;23;23;146
16.03.2014;181;239; ;23;19;28;239
17.03.2014;180;329; ;21;21;26;329
18.03.2014;181;118; ;17;17;24;181
19.03.2014;157;83; ;15;8;21;157
20.03.2014;85;111; ;22;14;25;111
21.03.2014;178;134; ;26;22;27;178
22.03.2014;188;120; ;22;19;26;188
23.03.2014;164;99; ;21;24;23;164
24.03.2014;148;126; ;25;13;29;148
25.03.2014;154;137; ;27;17;30;154
26.03.2014;172;141; ;21;10;23;172
27.03.2014;159;209; ;16;12;14;209
28.03.2014;164;294; ;20;14;16;294
29.03.2014;185;126; ;23;16;13;185
30.03.2014;174;94; ;14;24;13;174
31.03.2014;165;115; ;27;26;15;165
31.03.2020; ;91;22;32;4;5;91
31.12.2019; ;97;8;26;10;10;97
31.12.2018; ;118;9;30;7;13;118
10.09.2017; ;74;57;30;8;10;74
01.01.2017; ;248;21;55;22;33;248
02.01.2016; ;299;7;24;10;45;299
31.12.2014; ;84;9;6;31;12;84
31.12.2013; ;227; ;32;42;41;227
