date; pm25; pm10; o3; no2; so2; co;AQI
25.02.2017;149;106;34;49;17;17;149
26.02.2017;201;132;23;60;20;19;201
27.02.2017;191;146;31;48;18;22;191
28.02.2017;220;81;44;21;8;10;220
01.03.2017;84;78;36;32;16;12;84
02.03.2017;123;93;41;36;17;14;123
03.03.2017;148;131;39;42;24;18;148
04.03.2017;181;140;32;44;22;21;181
05.03.2017;192;68;36;28;12;13;192
06.03.2017;94;101;28;42;18;18;101
07.03.2017;157;77;41;29;17;14;157
08.03.2017;127;90;39;31;23;19;127
09.03.2017;154;143;27;42;31;21;154
10.03.2017;181;119;28;31;24;16;181
11.03.2017;205;75;24;21;9;15;205
12.03.2017;162;44;32;17;5;11;162
13.03.2017;115;69;36;21;8;13;115
14.03.2017;160;70;32;20;10;13;160
15.03.2017;155;85;37;24;15;13;155
16.03.2017;175;83;35;25;11;14;175
17.03.2017;174;114;34;35;11;16;174
18.03.2017;202;109;33;33;14;13;202
19.03.2017;204;88;39;29;10;12;204
20.03.2017;189;87;37;25;9;13;189
21.03.2017;180;57;49;15;7;10;180
22.03.2017;143;80;26;21;7;12;143
23.03.2017;183;135;31;28;11;17;183
24.03.2017;156;89;41;28;9;11;156
25.03.2017;110;83;37;36;11;12;110
26.03.2017;126;99;40;39;13;14;126
27.03.2017;156;117;45;42;13;16;156
28.03.2017;161;126;24;38;15;14;161
29.03.2017;183;64;41;22;9;12;183
30.03.2017;163;62;49;27;10;12;163
31.03.2017;120;70;44;36;9;12;120
01.10.2016;209;151;76;59;11;21;209
02.10.2016;208;145;83;45;12;19;208
03.10.2016;199;145;25;27;7;12;199
04.10.2016;139;51;19;21;6;11;139
05.10.2016;100;60;8;21;6;10;100
06.10.2016;134;50;6;21;5;14;134
07.10.2016;95;64;31;27;7;14;95
08.10.2016;129;63;14;25;8;14;129
09.10.2016;134;84;13;28;8;15;134
10.10.2016;170;97;14;31;8;16;170
11.10.2016;193;103;7;32;8;17;193
12.10.2016;203;91;24;29;6;14;203
13.10.2016;195;68;17;27;8;11;195
14.10.2016;151;69;13;20;4;9;151
15.10.2016;158;68;18;27;7;13;158
16.10.2016;133;76;30;33;9;15;133
17.10.2016;144;119;48;46;10;20;144
18.10.2016;194;149;44;54;10;18;194
19.10.2016;230;91;33;30;7;13;230
20.10.2016;148;59;27;20;6;12;148
21.10.2016;96;51;8;23;4;10;96
22.10.2016;90;32;10;18;5;11;90
23.10.2016;84;34;9;21;6;13;84
24.10.2016;82;51;3;19;5;16;82
25.10.2016;122;54;4;23;6;19;122
26.10.2016;135;31;18;19;4;14;135
27.10.2016;76;31;20;18;5;8;76
28.10.2016;69;54;24;26;6;9;69
29.10.2016;113;78;11;31;8;12;113
30.10.2016;161;76;25;27;9;12;161
31.10.2016;135;91;9;29;11;15;135
01.11.2016;172;135;13;37;10;23;172
02.11.2016;217;225;10;59;12;30;225
03.11.2016;323;209;7;59;15;34;323
04.11.2016;376;183;20;50;9;31;376
05.11.2016;325;157;7;31;8;28;325
06.11.2016;280;66;14;16;6;13;280
07.11.2016;89;66;15;22;10;13;89
08.11.2016;117;96;5;32;11;16;117
09.11.2016;185;232;14;33;9;23;232
10.11.2016;190;251;12;37;11;28;251
11.11.2016;202;168;7;49;11;24;202
12.11.2016;206;194;10;64;16;30;206
13.11.2016;295;222;5;55;14;33;295
14.11.2016;342;151;19;41;16;24;342
15.11.2016;257;187;6;51;17;28;257
16.11.2016;321;236;14;48;18;28;321
17.11.2016;367;146;7;34;13;20;367
18.11.2016;264;144;10;31;12;20;264
19.11.2016;235;131;5;34;18;20;235
20.11.2016;237;130;10;29;15;21;237
21.11.2016;238;38;19;19;6;9;238
22.11.2016;61;41;18;27;9;13;61
23.11.2016;118;69;11;35;22;17;118
24.11.2016;164;88;6;40;18;21;164
25.11.2016;216;152;17;48;15;30;216
26.11.2016;192;142;12;54;24;34;192
27.11.2016;214;181;9;48;31;29;214
28.11.2016;282;114;17;35;21;22;282
29.11.2016;179;111;17;48;18;26;179
30.11.2016;207;138;14;50;27;27;207
01.12.2016;241;200;5;56;28;29;241
02.12.2016;325;117;16;41;15;25;325
03.12.2016;222;112;14;54;17;39;222
04.12.2016;225;121;31;33;11;18;225
05.12.2016;170;103;13;41;20;18;170
06.12.2016;170;143;7;53;21;27;170
07.12.2016;253;169;14;58;18;28;253
08.12.2016;315;177;13;48;26;28;315
09.12.2016;274;143;15;45;21;20;274
10.12.2016;232;121;21;35;17;15;232
11.12.2016;210;132;12;45;15;19;210
12.12.2016;248;190;13;67;14;28;248
13.12.2016;350;239;6;56;20;30;350
14.12.2016;308;232;16;66;18;31;308
15.12.2016;298;138;18;45;18;20;298
16.12.2016;202;172;7;62;20;30;202
17.12.2016;315;232;16;61;33;34;315
18.12.2016;389;384;9;69;27;43;389
19.12.2016;486;419;4;52;32;40;486
20.12.2016;483;163;13;30;12;27;483
21.12.2016;229;112;11;38;13;27;229
22.12.2016;189;100;8;35;27;22;189
23.12.2016;179;105;21;27;17;17;179
24.12.2016;198;80;10;22;12;14;198
25.12.2016;168;70;26;22;10;12;168
26.12.2016;106;77;26;28;11;16;106
27.12.2016;123;82;19;32;19;17;123
28.12.2016;161;109;11;34;23;21;161
29.12.2016;191;190;9;48;28;32;191
30.12.2016;313;274;7;60;27;32;313
31.12.2016;385; ; ; ; ; ;385
01.07.2016;74;65;80;27;3;13;80
02.07.2016;91;51;46;17;2;12;91
03.07.2016;96;48;71;14;4;11;96
04.07.2016;87;40;49;12;2;9;87
05.07.2016;73;51;68;12;2;9;73
06.07.2016;95;50;43;14;2;10;95
07.07.2016;103;30;31;10;1;7;103
08.07.2016;57;55;47;15;1;6;57
09.07.2016;103;84;49;16;1;7;103
10.07.2016;141;84;71;17;1;7;141
11.07.2016;144;44;44;12;1;6;144
12.07.2016;66;65;26;24;4;7;66
13.07.2016;109;32;30;12; ;6;109
14.07.2016;51;48;101;21;4;11;101
15.07.2016;96;66;89;21;3;13;96
16.07.2016;115;66;105;29;4;12;115
17.07.2016;88;79;49;21;2;10;88
18.07.2016;149;48;41;16;1;7;149
19.07.2016;67;47;102;17;3;8;102
20.07.2016;108;70;136;33;3;9;136
21.07.2016;112;78;46;26;2;9;112
22.07.2016;123;76;92;18;3;9;123
23.07.2016;147;120;76;18;2;9;147
24.07.2016;162;36;44;14;1;7;162
25.07.2016;66;51;33;18;3;7;66
26.07.2016;85;43;73;19;3;7;85
27.07.2016;75;69;115;34;4;8;115
28.07.2016;101;72;106;28;3;8;106
29.07.2016;113;61;61;24;4;6;113
30.07.2016;90;49;58;16;3;7;90
31.07.2016;92;57;86;18;3;6;92
01.08.2016;113;58;58;19;4;8;113
02.08.2016;112;59;67;15;2;7;112
03.08.2016;135;67;65;13;2;8;135
04.08.2016;137;64;67;13;4;8;137
05.08.2016;125;72;51;20;6;10;125
06.08.2016;159;74;95;21;6;10;159
07.08.2016;156;71;55;20;4;9;156
08.08.2016;132;59;59;19;4;9;132
09.08.2016;110;53;63;18;4;9;110
10.08.2016;106;52;63;20;3;8;106
11.08.2016;110;39;65;16;2;6;110
12.08.2016;80;50;65;18;2;7;80
13.08.2016;91;46;56;17;2;7;91
14.08.2016;86;49;61;16;2;7;86
15.08.2016;90;67;73;18;3;10;90
16.08.2016;120;63;77;16;3;11;120
17.08.2016;129;70;91;17;5;11;129
18.08.2016;144;43;97;13;5;8;144
19.08.2016;73;60;72;14;7;13;73
20.08.2016;123;60;68;13;9;12;123
21.08.2016;126;63;72;15;12;10;126
22.08.2016;117;58;75;15;7;10;117
23.08.2016;117;74;95;21;5;12;117
24.08.2016;145;27;41;9;3;8;145
25.08.2016;57;33;22;18;7;9;57
26.08.2016;61;55;67;32;8;11;67
27.08.2016;98;61;77;37;10;11;98
28.08.2016;105;71;65;27;13;12;105
29.08.2016;135;74;71;28;13;13;135
30.08.2016;156;77;64;34;11;13;156
31.08.2016;134;65;69;30;11;13;134
01.09.2016;105;69;88;35;11;12;105
02.09.2016;110;110;20;48;16;15;110
03.09.2016;161;63;92;29;10;13;161
04.09.2016;118;88;90;37;15;14;118
05.09.2016;157;51;52;17;9;11;157
06.09.2016;113;46;89;25;7;11;113
07.09.2016;77;70;105;37;11;12;105
08.09.2016;125;67;47;28;12;14;125
09.09.2016;134;48;72;25;9;13;134
10.09.2016;96;83;72;35;12;13;96
11.09.2016;127;71;34;30;12;16;127
12.09.2016;139;75;56;30;12;17;139
13.09.2016;178;106;42;35;8;18;178
14.09.2016;190;71;44;24;7;14;190
15.09.2016;159;98;75;32;9;18;159
16.09.2016;178;98;77;25;10;17;178
17.09.2016;178;110;44;30;12;16;178
18.09.2016;187;39;32;17;5;15;187
19.09.2016;90;55;11;27;5;19;90
20.09.2016;151;70;44;29;6;18;151
21.09.2016;164;92;86;42;8;19;164
22.09.2016;187;98;85;45;9;16;187
23.09.2016;160;94;20;41;8;14;160
24.09.2016;153;84;67;29;9;12;153
25.09.2016;167;101;41;22;6;13;167
26.09.2016;174;84;31;27;8;15;174
27.09.2016;165;65;33;24;8;12;165
28.09.2016;124;84;34;29;11;14;124
29.09.2016;164;101;72;30;11;14;164
30.09.2016;188;136;86;51;11;20;188
01.04.2016;195;215;75;46;19;28;215
02.04.2016;210;71;35;17;6;19;210
03.04.2016;147;89;26;31;15;21;147
04.04.2016;162;106;12;32;11;24;162
05.04.2016;195;62;8;29;4;26;195
06.04.2016;158;80;25;37;7;24;158
07.04.2016;138;156;28;49;10;30;156
08.04.2016;173;79;44;27;11;20;173
09.04.2016;122;130;56;50;13;27;130
10.04.2016;178;134;76;48;10;26;178
11.04.2016;180;141;34;48;12;27;180
12.04.2016;196;170;26;39;14;28;196
13.04.2016;192;108;57;31;11;23;192
14.04.2016;154;80;40;23;5;22;154
15.04.2016;123;63;48;21;5;21;123
16.04.2016;84;144;43;22;4;20;144
17.04.2016;120;99;52;30;9;23;120
18.04.2016;137;100;39;32;9;25;137
19.04.2016;155;96;63;38;9;27;155
20.04.2016;154;124;51;40;12;23;154
21.04.2016;145;153;46;37;11;14;153
22.04.2016;137; ;57;22;4;7;137
23.04.2016;93; ;56;15;4;9;93
24.04.2016;141;71;58;18;6;10;141
25.04.2016;128;96;58;29;11;12;128
26.04.2016;153;89;51;27;11;8;153
27.04.2016;109;77;64;23;8;7;109
28.04.2016;117;104;87;40;9;12;117
29.04.2016;163;126;93;48;12;19;163
30.04.2016;159;104;89;42;8;14;159
01.05.2016;131;137;45;18;4;4;137
02.05.2016;105;81;61;32;8;6;105
03.05.2016;118;111;78;37;18;10;118
04.05.2016;144;126;70;47;20;17;144
05.05.2016;175;125;38;38;10;9;175
06.05.2016;127;82;22;22;6;7;127
07.05.2016;150;78;35;21;4;10;150
08.05.2016;161;76;62;26;11;10;161
09.05.2016;123;94;85;33;5;11;123
10.05.2016;141;101;80;27;7;11;141
11.05.2016;146;276;48;18;3;10;276
12.05.2016;186;67;25;18;3;11;186
13.05.2016;119;39;21;19;2;12;119
14.05.2016;102;59;47;20;3;11;102
15.05.2016;76;66;54;29;6;12;76
16.05.2016;92;99;59;40;10;18;99
17.05.2016;144;81;68;28;7;12;144
18.05.2016;112;88;73;19;7;13;112
19.05.2016;151;97;84;24;8;14;151
20.05.2016;172;83;81;23;8;13;172
21.05.2016;155;80;61;20;6;12;155
22.05.2016;140;41;42;15;5;11;140
23.05.2016;87;53;65;22;5;12;87
24.05.2016;71;71;33;27;9;12;71
25.05.2016;94;49;27;23;7;12;94
26.05.2016;86;52;29;24;3;12;86
27.05.2016;120;62;59;24;16;13;120
28.05.2016;124;66;89;30;10;14;124
29.05.2016;101;90;87;41;9;16;101
30.05.2016;146;98;33;36;7;17;146
31.05.2016;171;71;38;16;3;14;171
01.06.2016;161;56;33;18;2;14;161
02.06.2016;145;55;70;18;6;14;145
03.06.2016;116;73;52;24;4;14;116
04.06.2016;103;85;72;23;5;13;103
05.06.2016;96;93;66;20;3;16;96
06.06.2016;176;68;99;24;3;14;176
07.06.2016;110;76;70;18;3;16;110
08.06.2016;146;89;81;30;3;15;146
09.06.2016;146;53;73;23;3;13;146
10.06.2016;67;86;92;32;6;16;92
11.06.2016;140;59;94;13;3;14;140
12.06.2016;142;76;116;25;7;14;142
13.06.2016;130;75;44;17;3;11;130
14.06.2016;72;59;55;14;2;10;72
15.06.2016;66;56;87;26;6;11;87
16.06.2016;82;56;95;24;6;11;95
17.06.2016;86;72;123;29;7;12;123
18.06.2016;114;81;107;27;5;13;114
19.06.2016;135;73;140;20;5;13;140
20.06.2016;130;70;50;16;4;13;130
21.06.2016;114;84;114;32;5;14;114
22.06.2016;129;55;28;13;1;12;129
23.06.2016;75;47;77;18;2;13;77
24.06.2016;101;68;72;18;1;14;101
25.06.2016;136;53;53;18;3;13;136
26.06.2016;95;63;66;19;3;13;95
27.06.2016;107;72;73;23;2;13;107
28.06.2016;105;86;104;33;3;16;105
29.06.2016;123;67;55;26;3;13;123
30.06.2016;94;47;98;18;2;13;98
04.01.2016;283;316;11;16;30;46;316
05.01.2016;305;372;11;30;26;47;372
06.01.2016;328;206;18;22;21;33;328
07.01.2016;211;161;13;22;25;31;211
08.01.2016;212;199;6;29;27;39;212
09.01.2016;264;221;13;27;29;41;264
10.01.2016;284;147;16;21;29;32;284
11.01.2016;244;135;9;16;29;31;244
12.01.2016;212;148;20;19;27;32;212
13.01.2016;213;92;26;19;21;29;213
14.01.2016;144;102;18;26;19;34;144
15.01.2016;162;179;6;40;21;47;179
16.01.2016;217;122;19;21;21;31;217
17.01.2016;147;69;25;11;18;24;147
18.01.2016;96;66;19;11;27;25;96
19.01.2016;102;91;15;19;22;28;102
20.01.2016;153;113;23;18;25;24;153
21.01.2016;177;63;25;9;14;18;177
22.01.2016;84;72;28;5;4;15;84
23.01.2016;66;54;28;6;1;15;66
24.01.2016;61;63;17;13;4;23;63
25.01.2016;115;78;37;22;17;26;115
26.01.2016;127;118;9;26;21;23;127
27.01.2016;178;116;12;11;20;17;178
28.01.2016;191;141;10;11;19;19;191
29.01.2016;224;142;8;11;14;17;224
30.01.2016;231;64;11;8;4;7;231
31.01.2016;134;64;15;9;4;6;134
01.02.2016;113;81;33;19;10;11;113
02.02.2016;158;145;21;47;20;21;158
03.02.2016;237;132;32;44;16;22;237
04.02.2016;221;81;36;16;9;10;221
05.02.2016;126;46;39;19;11;8;126
06.02.2016;81;106;41;19;20;16;106
07.02.2016;140;337;63;30;45;24;337
08.02.2016;368;131;47;33;30;24;368
09.02.2016;213;154;32;25;20;27;213
10.02.2016;253;146;31;11;15;23;253
11.02.2016;252;104;20;5;10;14;252
12.02.2016;154;66;24;4;7;7;154
13.02.2016;84;46;30;8;9;9;84
14.02.2016;75;60;35;17;12;14;75
15.02.2016;120;61;38;21;16;14;120
16.02.2016;117;64;36;27;17;16;117
17.02.2016;123;98;34;29;18;19;123
18.02.2016;164;245;35;20;11;12;245
19.02.2016;174;187;38;7;6;10;187
20.02.2016;163;104;21;21;18;13;163
21.02.2016;166;129;28;26;22;21;166
22.02.2016;187;97;28;17;18;14;187
23.02.2016;146;118;23;36;25;20;146
24.02.2016;178;134;30;31;16;25;178
25.02.2016;174;102;20;32;16;25;174
26.02.2016;131;104;29;30;20;26;131
27.02.2016;127;90;28;17;10;17;127
28.02.2016;107;54;33;18;14;13;107
29.02.2016;86;88;26;28;27;18;88
01.03.2016;155;104;31;34;23;25;155
02.03.2016;138;119;34;34;15;30;138
03.03.2016;161;256;7;23;15;30;256
04.03.2016;200;299;28;13;8;14;299
05.03.2016;169;403;22;29;14;18;403
06.03.2016;201;291;9;25;24;21;291
07.03.2016;198;179;22;24;22;21;198
08.03.2016;196;106;16;16;14;15;196
09.03.2016;142;68;32;18;8;14;142
10.03.2016;109;112;39;23;19;18;112
11.03.2016;145;150;27;40;21;22;150
12.03.2016;221;98;42;30;13;20;221
13.03.2016;153;93;34;22;16;17;153
14.03.2016;162;112;45;30;19;18;162
15.03.2016;189;145;26;43;26;21;189
16.03.2016;277;211;25;50;20;27;277
17.03.2016;302;156;54;45;12;24;302
18.03.2016;258;137;73;33;12;18;258
19.03.2016;188;146;55;20;9;18;188
20.03.2016;210;119;66;20;10;17;210
21.03.2016;182;116;36;31;11;19;182
22.03.2016;199;155;24;38;15;23;199
23.03.2016;247;133;21;33;14;21;247
24.03.2016;248;101;35;33;5;19;248
25.03.2016;192;59;45;25;5;17;192
26.03.2016;122;79;48;28;8;18;122
27.03.2016;126;98;54;37;11;20;126
28.03.2016;144;151;44;39;20;24;151
29.03.2016;168;170;63;49;16;24;170
30.03.2016;179;113;65;44;13;21;179
31.03.2016;161;195;67;57;14;27;195
01.10.2015;92;107;11;27;11;10;107
02.10.2015;115;132;5;32;10;14;132
03.10.2015;156;148;20;37;12;16;156
04.10.2015;177;136;35;31;8;20;177
05.10.2015;176;112;8;36;5;16;176
06.10.2015;190;85;45;25;10;15;190
07.10.2015;152;70;14;21;5;12;152
08.10.2015;83;86;23;17;7;11;86
09.10.2015;91;67;31;20;9;11;91
10.10.2015;82;71;33;25;12;14;82
11.10.2015;93;73;42;29;14;12;93
12.10.2015;109;114;27;35;19;17;114
13.10.2015;165;112;50;30;17;21;165
14.10.2015;165;99;54;22;15;15;165
15.10.2015;163;136;55;22;17;24;163
16.10.2015;188;118;37;24;14;23;188
17.10.2015;175;130;28;24;12;22;175
18.10.2015;171;186;62;12;9;19;186
19.10.2015;225;196;56;8;10;15;225
20.10.2015;233;147;73;10;15;21;233
21.10.2015;210;99;32;13;17; ;210
22.10.2015;139;72;27;13;9;11;139
23.10.2015;141;84;21;11;8;17;141
24.10.2015;173;55;26;10;4;16;173
25.10.2015;127;39;27;10;7;11;127
26.10.2015;51;79;17;14;15;15;79
27.10.2015;95;83;5;16;17;16;95
28.10.2015;142;85;15;15;17;14;142
29.10.2015;149;47;19;9;22;4;149
30.10.2015;59;40;18;7;9;4;59
31.10.2015;52;59;26;9;9;8;59
01.11.2015;69;72;31;24;17;14;72
02.11.2015;103;110;17;49;29;27;110
03.11.2015;159;111;19;40;25;25;159
04.11.2015;161;107;20;29;24;21;161
05.11.2015;239;42;26;19;18;15;239
06.11.2015;98;34;5;24;18;17;98
07.11.2015;57;54;20;25;19;19;57
08.11.2015;56;88;24;28;21;22;88
09.11.2015;107;83;5;30;22;19;107
10.11.2015;132;49;12;25;24;17;132
11.11.2015;90;69;14;23;19;17;90
12.11.2015;142;77;13;29;15;19;142
13.11.2015;151;99;11;33;23;23;151
14.11.2015;152;78;8;30;22;21;152
15.11.2015;120;97;7;30;17;22;120
16.11.2015;154;78;4;28;25;26;154
17.11.2015;143;54;9;26;17;25;143
18.11.2015;83;77;5;28;16;28;83
19.11.2015;105;94;5;30;13;31;105
20.11.2015;138;56;5;27;18;25;138
21.11.2015;98;36;5;29;18;27;98
22.11.2015;66;36;4;25;18;25;66
23.11.2015;76;30;10;24;12;21;76
24.11.2015;57;49;21;26;13;20;57
25.11.2015;60;45;17;28;24;16;60
26.11.2015;65;94;18;38;23;23;94
27.11.2015;135;154;7;50;21;35;154
28.11.2015;178;170;13;46;21;36;178
29.11.2015;198;233;6;57;17;47;233
30.11.2015;235;137;11;48;23;34;235
01.12.2015;169;96;25;30;12;19;169
02.12.2015;87;76;22;29;11;18;87
03.12.2015;87;69;18;30;17;18;87
04.12.2015;91;98;10;40;31;21;98
05.12.2015;142;119;7;44;31;28;142
06.12.2015;173;147;9;45;33;31;173
07.12.2015;186;210;4;40;30;29;210
08.12.2015;262;285;4;38;37;31;285
09.12.2015;369;151;4;35;26;28;369
10.12.2015;266;131;19;28;26;25;266
11.12.2015;232;109;14;28;19;23;232
12.12.2015;178;66;16;24;17;21;178
13.12.2015;114;65;14;29;17;19;114
14.12.2015;99;83;27;24;17;19;99
15.12.2015;112;64;23;27;12;16;112
16.12.2015;81;91;17;32;24;24;91
17.12.2015;132;110;14;40;28;22;132
18.12.2015;161;139;10;41;44;27;161
19.12.2015;183;198;9;45;27;34;198
20.12.2015;227;341;6;48;35;41;341
21.12.2015;302;292;7;52;49;38;302
22.12.2015;273;406;6;49;53;45;406
23.12.2015;352;149;22;31;23;25;352
24.12.2015;166;81;16;39;20;31;166
25.12.2015;131;98;17;41;24;31;131
26.12.2015;151;140;10;38;26;30;151
27.12.2015;183;184;6;39;25;32;184
28.12.2015;217;281;17;51;25;44;281
29.12.2015;252;262;16;52;24;44;262
30.12.2015;241;194;12;48;30;37;241
31.12.2015;226; ; ; ; ; ;226
03.01.2016;314;253;6;23;29;45;314
01.07.2015;105;86;81;27;6;14;105
02.07.2015;69;83;47;28;10;14;83
03.07.2015;118;72;68;25;8;14;118
04.07.2015;111;90;44;29;7;15;111
05.07.2015;118;70;45;25;6;13;118
06.07.2015;92;61;67;15;7;12;92
07.07.2015;78;93;76;31;8;14;93
08.07.2015;116;107;85;27;7;14;116
09.07.2015;147;90;81;39;6;15;147
10.07.2015;145;68;70;27;5;13;145
11.07.2015;108;75;71;23;6;13;108
12.07.2015;105;134;58;34;5;13;134
13.07.2015;131;139;96;41;6;16;139
14.07.2015;180;63;62;13;6;12;180
15.07.2015;98;82;57;14;5;15;98
16.07.2015;166;97;66;15;6;16;166
17.07.2015;172;107;53;16;6;16;172
18.07.2015;174;88;42;12;3;21;174
19.07.2015;122;92;42;14;6;22;122
20.07.2015;160;75;50;15;4;18;160
21.07.2015;118;76;35;19;3;17;118
22.07.2015;93;83;49;19;4;16;93
23.07.2015;87;78;43;21;6;16;87
24.07.2015;81;101;87;39;6;18;101
25.07.2015;101;135;75;38;6;20;135
26.07.2015;157;107;51;20;3;18;157
27.07.2015;140;102;71;22;4;17;140
28.07.2015;116;103;87;24;4;18;116
29.07.2015;121;84;89;23;4;18;121
30.07.2015;138;83;51;18;5;17;138
31.07.2015;106;94;45;16;2;18;106
01.08.2015;154;92;62;18;3;18;154
02.08.2015;151;80;29;13;3;18;151
03.08.2015;144;57;22;15;4;15;144
04.08.2015;79;51;78;26;8;11;79
05.08.2015;103;74;75;29;4;13;103
06.08.2015;157;87;64;20;3;13;157
07.08.2015;176;96;52;18;4;12;176
08.08.2015;176;122;44;23;4;14;176
09.08.2015;191;107;42;18;5;12;191
10.08.2015;172;101;44;18;6;13;172
11.08.2015;184;70;38;18;5;12;184
12.08.2015;147;101;43;23;5;14;147
13.08.2015;152;55;39;16;7;12;152
14.08.2015;50;54;60;21;7;12;60
15.08.2015;68;68;61;28;6;14;68
16.08.2015;128;156;19;23;10;13;156
17.08.2015;150;139;4;32;10;14;150
18.08.2015;156;103;27;25;7;14;156
19.08.2015;127;64;51;25;10;15;127
20.08.2015;68;60;52;30;13;14;68
21.08.2015;54;78;97;29;10;14;97
22.08.2015;83;83;82;31;8;15;83
23.08.2015;104;47;64;15;6;13;104
24.08.2015;100;76;75;26;7;14;100
25.08.2015;115;70;71;24;8;16;115
26.08.2015;118;86;82;21;13;16;118
27.08.2015;107;92;69;28;9;18;107
28.08.2015;117;89;54;35;9;16;117
29.08.2015;103;112;60;33;6;17;112
30.08.2015;132;68;56;25;8;16;132
31.08.2015;105;63;44;29;6;20;105
01.09.2015;90;77;52;18;7;31;90
02.09.2015;190;75;27;22;6;25;190
03.09.2015;130;45;34;16;5;18;130
04.09.2015;98;72;29;23;6;14;98
05.09.2015;77;81;62;27;9;15;81
06.09.2015;70;64;49;20;8;18;70
07.09.2015;128;81;28;17;6;20;128
08.09.2015;150;73;12;17;3;21;150
09.09.2015;130;44;11;17;2;18;130
10.09.2015;57;68;26;14;6;17;68
11.09.2015;32;74;33;24;5;18;74
12.09.2015;59;67;13;34;6;19;67
13.09.2015;90;72;36;25;8;19;90
14.09.2015;99;71;52;21;7;19;99
15.09.2015;123;84;37;22;10;21;123
16.09.2015;156;101;46;22;6;23;156
17.09.2015;172;91;22;27;4;23;172
18.09.2015;150;95;54;28;5;21;150
19.09.2015;165;98;65;25;5;18;165
20.09.2015;155;69;45;23;3;15;155
21.09.2015;95;59;34;20;1;14;95
22.09.2015;71;57;42;21;6;11;71
23.09.2015;73;75;37;16;9;6;75
24.09.2015;64;72;52;27;12;8;72
25.09.2015;82;76;53;30;13;9;82
26.09.2015;118;60;46;17;8;8;118
27.09.2015;106;70;36;20;11;9;106
28.09.2015;136;83;40;19;9;9;136
29.09.2015;135;82;30;15;7;9;135
30.09.2015;146;257;35;16;7;4;257
01.04.2015;84;65;26;12;7;20;84
02.04.2015;96;90;26;14;15;27;96
03.04.2015;163;65;23;12;9;22;163
04.04.2015;157;42;34;13;9;19;157
05.04.2015;77;51;30;14;10;18;77
06.04.2015;81;64;36;14;11;20;81
07.04.2015;131;71;43;15;11;21;131
08.04.2015;139;83;47;21;10;24;139
09.04.2015;127;114;53;23;11;25;127
10.04.2015;156;100;37;16;11;22;156
11.04.2015;114;113;45;12;10;20;114
12.04.2015;104;82;47;15;10;21;104
13.04.2015;83;121;33;28;13;26;121
14.04.2015;155;104;49;21;15;27;155
15.04.2015;138;153;43;15;11;26;153
16.04.2015;156;156;28;16;14;25;156
17.04.2015;169;129;17;18;11;29;169
18.04.2015;161;42;34;10;9;25;161
19.04.2015;84;67;49;12;11;28;84
20.04.2015;117;41;43;10;9;26;117
21.04.2015;56;68;21;19;11;23;68
22.04.2015;100;89;56;25;11;21;100
23.04.2015;131;89;77;30;12;20;131
24.04.2015;131;98;70;29;12;20;131
25.04.2015;150;96;71;26;12;19;150
26.04.2015;142;68;62;22;11;19;142
27.04.2015;121;84;70;24;12;21;121
28.04.2015;123;89;78;14;13;19;123
29.04.2015;154;89;76;11;13;19;154
30.04.2015;160;71;27;9;8;17;160
01.05.2015;113;64;51;12;10;20;113
02.05.2015;98;60;32;13;10;19;98
03.05.2015;105;72;68;18;11;22;105
04.05.2015;124;68;73;16;11;19;124
05.05.2015;122;65;65;14;11;19;122
06.05.2015;96;91;6;16;14;22;96
07.05.2015;140;68; ;13;10;20;140
08.05.2015;102;73; ;11;11;19;102
09.05.2015;109;73;22;9;10;20;109
10.05.2015;125;58;42;11;10;16;125
11.05.2015;69;83;42;21;11;17;83
12.05.2015;115;108;33;25;14;24;115
13.05.2015;150;112;51;23;13;22;150
14.05.2015;160;69;65;11;11;13;160
15.05.2015;111;105;48;17;14;16;111
16.05.2015;140;119;54;23;13;20;140
17.05.2015;154;89;66;18;11;15;154
18.05.2015;123;110;80;15;14;15;123
19.05.2015;146;106;48;10;18;14;146
20.05.2015;137;79;43;8;13;14;137
21.05.2015;142;94;80;13;15;17;142
22.05.2015;158;78;102;19;15;18;158
23.05.2015;122;96;85;20;18;20;122
24.05.2015;140;82;67;13;20;17;140
25.05.2015;128;74;80;11;15;17;128
26.05.2015;162;110;77;18;17;18;162
27.05.2015;162;93;23;15;16;17;162
28.05.2015;144;57;45;10;12;13;144
29.05.2015;115;88;45;14;10;12;115
30.05.2015;112;75;43;12;10;12;112
31.05.2015;160;82;13;13;11;14;160
01.06.2015;149;77;10;17;11;16;149
02.06.2015;149;73;15;12;9;14;149
03.06.2015;138;74;33;10;9;12;138
04.06.2015;94;77;44;18;10;15;94
05.06.2015;76;82;45;12;10;13;82
06.06.2015;70;82;41;15;10;13;82
07.06.2015;75;90;50;15;10;13;90
08.06.2015;83;89;56;19;10;15;89
09.06.2015;133;117;31;7;8;10;133
10.06.2015;103;101;37;15;11;13;103
11.06.2015;109;95;35;18;12;15;109
12.06.2015;95;89;50;18;11;15;95
13.06.2015;117;116;52;19;12;16;117
14.06.2015;108;68;33;7;9;14;108
15.06.2015;122;120;31;11;6;16;122
16.06.2015;159;91;61;18;5;15;159
17.06.2015;133;76;63;22;4;15;133
18.06.2015;105;85;64;24;3;13;105
19.06.2015;91;103;40;22;6;13;103
20.06.2015;138;75;61;13;5;15;138
21.06.2015;140;66;44;12;3;11;140
